"","values","value2"
"467",0.017,0.017
"468",0.015,0.015
"469",0.004,0.004
"470",0.014,0.014
"471",0.0134,0.0134
"472",0.0049,0.0049
"473",0.0157,0.0157
"474",0.0141,0.0141
"475",0.0206,0.0206
"476",0.013,0.013
"477",0.0026,0.0026
"478",7e-04,7e-04
"479",0.0076,0.0076
"480",0.0066,0.0066
"481",0.0065,0.0065
"482",0.003,0.003
"483",0.07835,0.07835
"484",0.0059,0.0059
"485",0.07835,0.07835
"486",0.0033,0.0033
"487",0.0789,0.0789
"488",0.004,0.004
"489",0.08715,0.08715
"490",0.004,0.004
"491",0.04055,0.04055
"492",0.015,0.015
"493",0.0221,0.0221
"494",0.0126,0.0126
"495",0.0134,0.0134
"496",0.0104,0.0104
"497",0.0038,0.0038
"498",0.0015,0.0015
"499",0.01,0.01
"500",0.008,0.008
"501",0.009,0.009
"502",0.011,0.011
"503",0.0053,0.0053
"504",0.0158,0.0158
"505",0.00575,0.00575
"506",0.0159,0.0159
"507",0.00345,0.00345
"508",0.003,0.003
"509",0.0025,0.0025
"510",0.0046,0.0046
"511",0.0096,0.0096
"512",0.0029,0.0029
"513",0.01145,0.01145
"514",0.0025,0.0025
"515",0.04635,0.04635
"516",0.002,0.002
"517",0.0756,0.0756
"518",0.0021,0.0021
"519",0.09215,0.09215
"520",0.0044,0.0044
"521",0.1015,0.1015
"522",0.009,0.009
"523",0.0977,0.0977
"524",0.011,0.011
"525",0.01985,0.01985
"526",0.0226,0.0226
"527",0.01245,0.01245
"528",0.0058,0.0058
"529",0.00945,0.00945
"530",0.0027,0.0027
"531",0.00515,0.00515
"532",0.0058,0.0058
"533",0.00415,0.00415
"534",0.0117,0.0117
"535",0.00515,0.00515
"536",0.0045,0.0045
"537",0.0041,0.0041
"538",0.002,0.002
"539",0.0031,0.0031
"540",0.0028,0.0028
"541",0.00345,0.00345
"542",0.0031,0.0031
"543",0.02885,0.02885
"544",0.0072,0.0072
"545",0.04155,0.04155
"546",0.0048,0.0048
"547",0.05685,0.05685
"548",0.0039,0.0039
"549",0.05765,0.05765
"550",0.0038,0.0038
"551",0.04115,0.04115
"552",0.0113,0.0113
"553",0.0292,0.0292
"554",0.0032,0.0032
"555",0.01425,0.01425
"556",0.0027,0.0027
"557",0.02485,0.02485
"558",0.0039,0.0039
"559",0.0115,0.0115
"560",0.0035,0.0035
"561",0.00315,0.00315
"562",0.004,0.004
"563",0.0034,0.0034
"564",0.0025,0.0025
"565",0.0071,0.0071
"566",0.0034,0.0034
"567",0.0033,0.0033
"568",0.0072,0.0072
"569",0.00275,0.00275
"570",0.0026,0.0026
"571",0.0082,0.0082
"572",0.0014,0.0014
"573",0.0409,0.0409
"574",0.0025,0.0025
"575",0.02,0.02
"576",0.0091,0.0091
"577",0.0484,0.0484
"578",0.003,0.003
"579",0.06325,0.06325
"580",0.0029,0.0029
"581",NA,NA
"582",0.0047,0.0047
"583",0.07615,0.07615
"584",0.0053,0.0053
"585",0.065,0.065
"586",0.0152,0.0152
"587",0.02815,0.02815
"588",0.0026,0.0026
"589",0.01595,0.01595
"590",0.0041,0.0041
"591",0.00295,0.00295
"592",0.0031,0.0031
"593",0.0023,0.0023
"594",0.0013,0.0013
"595",0.00355,0.00355
"596",0.0022,0.0022
"597",0.00265,0.00265
"598",0.0016,0.0016
"599",0.005,0.005
"600",0.0038,0.0038
"601",0.00355,0.00355
"602",0.0181,0.0181
"603",0.0023,0.0023
"604",0.0019,0.0019
"605",0.0232,0.0232
"606",0.0023,0.0023
"607",0.03285,0.03285
"608",0.0048,0.0048
"609",0.0417,0.0417
"610",0.0045,0.0045
"611",0.03875,0.03875
"612",0.0038,0.0038
"613",0.11,0.11
"614",0.0086,0.0086
