"station","date","layer","secchi","salinity","do","wtemp","tss","chla_lo","chla_hi","tn_lo","tn_hi","tp_lo","tp_hi","din_lo","din_hi","po4_lo","po4_hi","tdn_lo","tdn_hi","tdp_lo","tdp_hi","nh4_lo","nh4_hi","no23_lo","no23_hi"
"CB3.3C","1995-09-19","BP",NA,20.57,0.2,25,2.9,1.16,1.16,0.532,0.532,0.0997,0.0997,0.1119,0.1119,0.0702,0.0702,0.43,0.43,0.0849,0.0849,0.081,0.081,0.0309,0.0309
"CB3.3C","1995-09-19","S",1.6,14.73,7.7,22.7,3.9,11.96,11.96,0.573,0.573,0.0572,0.0572,0.0666,0.0666,0.0274,0.0274,0.38,0.38,0.0428,0.0428,0.018,0.018,0.0486,0.0486
"CB3.3C","1995-10-03","AP",NA,16.49,12.2,21.9,5.7,15.89,15.89,0.56,0.56,0.0413,0.0413,0.0014,0.0044,0.0024,0.0024,0.31,0.31,0.0182,0.0182,0,0.003,0.0014,0.0014
"CB3.3C","1995-10-03","B",NA,20.29,2.8,22.5,12.8,2.615,2.615,0.6645,0.6645,0.0539,0.0539,0.1835,0.1835,0.02375,0.02375,0.525,0.525,0.0359,0.0359,0.064,0.064,0.1195,0.1195
"CB3.3C","1995-10-03","BP",NA,19.59,3.2,22.3,2.9,2.06,2.06,0.581,0.581,0.0478,0.0478,0.177,0.177,0.0275,0.0275,0.51,0.51,0.0403,0.0403,0.04,0.04,0.137,0.137
"CB3.3C","1995-10-03","S",1.2,16.49,12.2,21.9,5.9,14.2,14.2,0.58,0.58,0.0414,0.0414,0.0059,0.0089,0.0016,0.0016,0.33,0.33,0.0187,0.0187,0,0.003,0.0059,0.0059
"CB3.3C","1995-10-17","AP",NA,15,8.1,18.4,5.3,5.23,5.23,0.538,0.538,0.0341,0.0341,0.0377,0.0377,0.0091,0.0091,0.43,0.43,0.0254,0.0254,0.023,0.023,0.0147,0.0147
"CB3.3C","1995-10-17","B",NA,21.41,1.6,21.8,5.55,0,1,0.6757,0.6757,0.05675,0.05675,0.2358,0.2358,0.03935,0.03935,0.615,0.615,0.0512,0.0512,0.167,0.167,0.0688,0.0688
"CB3.3C","1995-10-17","BP",NA,20.64,2.3,21.7,5.8,0,1,0.5961,0.5961,0.0473,0.0473,0.2091,0.2091,0.0323,0.0323,0.55,0.55,0.0431,0.0431,0.149,0.149,0.0601,0.0601
"CB3.3C","1995-10-17","S",2.2,14.8,8.4,18.6,4.1,5.98,5.98,0.52,0.52,0.0347,0.0347,0.0453,0.0453,0.0096,0.0096,0.39,0.39,0.0237,0.0237,0.026,0.026,0.0193,0.0193
"CB3.3C","1995-11-16","AP",NA,10.63,10.4,8.1,7.9,5.68,5.68,0.938,0.938,0.065,0.065,0.56,0.56,0.0302,0.0302,0.83,0.83,0.0511,0.0511,0.133,0.133,0.427,0.427
"CB3.3C","1995-11-16","B",NA,16.9,8.1,11.9,16.15,1.92,1.92,0.7435,0.7435,0.04985,0.04985,0.1767,0.1767,0.0181,0.0181,0.63,0.63,0.0348,0.0348,0.1025,0.1025,0.0742,0.0742
"CB3.3C","1995-11-16","BP",NA,15.41,8.6,11,5.4,1.5,1.5,0.5927,0.5927,0.0392,0.0392,0.251,0.251,0.0205,0.0205,0.54,0.54,0.0334,0.0334,0.11,0.11,0.141,0.141
"CB3.3C","1995-11-16","S",1.2,10.63,10.5,8.1,8.2,8.22,8.22,1.036,1.036,0.0669,0.0669,0.555,0.555,0.0312,0.0312,0.9,0.9,0.049,0.049,0.127,0.127,0.428,0.428
"CB3.3C","1995-12-14","AP",NA,10.17,12,3.6,8.5,14.77,14.77,0.6192,0.6192,0.0257,0.0257,0.181,0.181,0.0035,0.0035,0.53,0.53,0.0132,0.0132,0.075,0.075,0.106,0.106
"CB3.3C","1995-12-14","B",NA,18.55,7.4,8.5,38.5,6.73,6.73,0.926,0.926,0.0654,0.0654,0.15305,0.15305,0.00505,0.00505,0.635,0.635,0.01825,0.01825,0.091,0.091,0.06205,0.06205
"CB3.3C","1995-12-14","BP",NA,17.18,7.8,8,6.8,3.99,3.99,1.133,1.133,0.0392,0.0392,0.635,0.635,0.003,0.003,0.91,0.91,0.0158,0.0158,0.006,0.006,0.629,0.629
"CB3.3C","1995-12-14","S",1.4,10.17,12,3.6,5.7,11.4,11.4,1.177,1.177,0.031,0.031,0.672,0.672,0.004,0.004,1,1,0.0126,0.0126,0.004,0.004,0.668,0.668
"CB4.1C","1985-05-21","AP",NA,12.6,6,18,NA,4,4,0.6418,0.6418,0.0518,0.0518,0.279,0.279,0.0029,0.0029,0.55,0.55,0.038,0.038,0.136,0.136,0.143,0.143
"CB4.1C","1985-05-21","B",NA,18.3,0,14.2,NA,1,1,0.6991,0.6991,0.035,0.035,0.328,0.328,0.0069,0.0069,0.61,0.61,0.02,0.02,0.253,0.253,0.075,0.075
"CB4.1C","1985-05-21","BP",NA,17.9,0,14.1,NA,2,2,0.6869,0.6869,0.0229,0.0229,0.355,0.355,0.0081,0.0081,0.62,0.62,0.011,0.011,0.259,0.259,0.096,0.096
"CB4.1C","1985-05-21","S",2.4,12.115,7.7,18.6,NA,7,7,0.63,0.63,0.0268,0.0268,0.223,0.223,0.0038,0.0038,0.475,0.475,0.0115,0.0115,0.048,0.048,0.175,0.175
"CB4.1C","1985-06-04","AP",NA,12.4,4.3,20.4,4.3,0,1,0.627,0.627,0.0172,0.0222,0.232,0.232,0.0044,0.0044,0.48,0.48,0,0.005,0.107,0.107,0.125,0.125
"CB4.1C","1985-06-04","B",NA,16.9,0,17.8,9,0,1,0.6431,0.6431,0.0189,0.0189,0.339,0.339,0.0138,0.0138,0.61,0.61,0.008,0.008,0.288,0.288,0.051,0.051
"CB4.1C","1985-06-04","BP",NA,15.3,0,18.3,6.25,NA,NA,0.6495,0.6495,0.0161,0.0186,0.302,0.302,0.0039,0.0039,0.555,0.555,0.003,0.0055,0.219,0.219,0.083,0.083
"CB4.1C","1985-06-04","S",2,11.8,6.5,21,6.1,NA,NA,0.696,0.696,0.0243,0.0293,0.218,0.218,0.0059,0.0059,0.45,0.45,0,0.005,0.068,0.068,0.15,0.15
"CB4.1C","1985-06-18","AP",NA,12.8,7.6,21.8,11.3,NA,NA,0.572,0.572,0.0671,0.0671,0.114,0.114,0.0037,0.0037,0.38,0.38,0.048,0.048,0.03,0.03,0.084,0.084
"CB4.1C","1985-06-18","B",NA,19,0.2,19.6,12,NA,NA,0.7189,0.7189,0.0569,0.0569,0.3621,0.3621,0.0198,0.0198,0.65,0.65,0.046,0.046,0.325,0.325,0.0371,0.0371
"CB4.1C","1985-06-18","BP",NA,18.4,0.2,19.5,17.8,0,1,0.6217,0.6217,0.0171,0.0171,0.3463,0.3463,0.0156,0.0156,0.56,0.56,0.008,0.008,0.317,0.317,0.0293,0.0293
"CB4.1C","1985-06-18","S",1.8,12.5,8.1,22.6,6.6,NA,NA,0.612,0.612,0.0461,0.0461,0.09,0.09,0.0038,0.0038,0.35,0.35,0.021,0.021,0.009,0.009,0.081,0.081
"CB4.1C","1985-07-09","AP",NA,14.6,2.4,23.3,4.5,2.25,2.25,0.671,0.671,0.1377,0.1377,0.2635,0.2635,0.0254,0.0254,0.57,0.57,0.121,0.121,0.255,0.255,0.0085,0.0085
"CB4.1C","1985-07-09","B",NA,16.3,0.3,22.5,24.5,1.28,1.28,NA,NA,0.0614,0.0614,0.3402,0.3402,0.0376,0.0376,0.56,0.56,0.031,0.031,0.332,0.332,0.0082,0.0082
"CB4.1C","1985-07-09","BP",NA,16.2,0.5,22.5,5.5,0,1,0.6784,0.6784,0.0477,0.0477,0.3142,0.3142,0.0302,0.0302,0.6,0.6,0.035,0.035,0.306,0.306,0.0082,0.0082
"CB4.1C","1985-07-09","S",1.2,12.6,7.1,25.2,8.5,11.55,11.55,0.579,0.579,0.0446,0.0446,0.0024,0.0054,0.0027,0.0027,0.33,0.33,0.011,0.011,0,0.003,0.0024,0.0024
"CB4.1C","1985-07-23","AP",NA,14.3,4.4,25.8,14.9,4.81,4.81,0.654,0.654,0.0373,0.0373,0.2044,0.2044,0.0126,0.0126,0.49,0.49,0.014,0.014,0.193,0.193,0.0114,0.0114
"CB4.1C","1985-07-23","B",NA,22,0,23.4,7,1.07,1.07,0.7687,0.7687,0.0749,0.0749,0.3818,0.3818,0.0459,0.0459,0.73,0.73,0.066,0.066,0.37,0.37,0.0118,0.0118
"CB4.1C","1985-07-23","BP",NA,19.2,0.4,24,7.2,NA,NA,0.6929,0.6929,0.054,0.054,0.3575,0.3575,0.0431,0.0431,0.62,0.62,0.042,0.042,0.342,0.342,0.0155,0.0155
"CB4.1C","1985-07-23","S",0.9,13.5,7.8,26.6,19,19.51,19.51,0.761,0.761,0.0717,0.0717,0.0076,0.0106,0.0039,0.0039,0.34,0.34,0.027,0.027,0,0.003,0.0076,0.0076
"CB4.1C","1985-08-07","AP",NA,15,5.9,25.7,4.4,5.21,5.21,0.596,0.596,0.0258,0.0258,0.1415,0.1415,0.0115,0.0115,0.45,0.45,0.007,0.007,0.117,0.117,0.0245,0.0245
"CB4.1C","1985-08-07","B",NA,20.5,0.1,24.7,4,1.34,1.34,0.7359,0.7359,0.0936,0.0936,0.4156,0.4156,0.0837,0.0837,0.68,0.68,0.083,0.083,0.412,0.412,0.0036,0.0036
"CB4.1C","1985-08-07","BP",NA,20,0.1,24.8,4,1.47,1.47,0.8216,0.8216,0.0911,0.0911,0.4183,0.4183,0.0793,0.0793,0.76,0.76,0.081,0.081,0.415,0.415,0.0033,0.0033
"CB4.1C","1985-08-07","S",1.7,14.7,7,26.4,4.2,11.43,11.43,0.626,0.626,0.0314,0.0364,0.0398,0.0398,0.003,0.003,0.37,0.37,0,0.005,0.025,0.025,0.0148,0.0148
"CB4.1C","1985-08-20","AP",NA,15.7,4.4,25.9,4,2.69,2.69,0.64,0.64,0.0307,0.0307,0.149,0.149,0.0134,0.0134,0.53,0.53,0.016,0.016,0.053,0.053,0.096,0.096
"CB4.1C","1985-08-20","B",NA,23,0.9,25.5,4.4,1,1,NA,NA,0.0788,0.0788,0.293,0.293,0.0272,0.0272,0.73,0.73,0.069,0.069,0.266,0.266,0.027,0.027
"CB4.1C","1985-08-20","BP",NA,20.4,0.9,25.7,4.8,NA,NA,0.734,0.734,0.0456,0.0456,0.271,0.271,0.0284,0.0284,0.63,0.63,0.031,0.031,0.224,0.224,0.047,0.047
"CB4.1C","1985-08-20","S",1.6,14.9,6.7,26.2,4.5,11.38,11.38,NA,NA,0.0472,0.0472,0.1,0.1,0.0122,0.0122,0.49,0.49,0.021,0.021,0.011,0.011,0.089,0.089
"CB4.1C","1985-09-10","AP",NA,14.9,7.7,27.4,15.4,6.15,6.15,0.634,0.634,0.0357,0.0357,0.079,0.079,0.0027,0.0027,0.38,0.38,0.006,0.006,0.007,0.007,0.072,0.072
"CB4.1C","1985-09-10","B",NA,21.7,0.1,25.4,14.4,1.44,1.44,0.982,0.982,0.0933,0.0933,0.316,0.316,0.0722,0.0722,0.88,0.88,0.083,0.083,0.314,0.314,0.002,0.002
"CB4.1C","1985-09-10","BP",NA,20.5,0.1,25.3,12.8,0,1,0.607,0.607,0.0747,0.0747,0.1973,0.1973,0.0607,0.0607,0.49,0.49,0.06,0.06,0.195,0.195,0.0023,0.0023
"CB4.1C","1985-09-10","S",1.2,14.9,7.7,27.4,14.9,4.01,4.01,0.71,0.71,0.0619,0.0619,0.082,0.082,0.0032,0.0032,0.46,0.46,0.031,0.031,0.005,0.005,0.077,0.077
"CB4.1C","1985-09-24","AP",NA,18,4.5,23.2,4,2.4,2.4,0.63,0.63,0.0398,0.0398,0.1802,0.1802,0.0111,0.0111,0.51,0.51,0.027,0.027,0.138,0.138,0.0422,0.0422
"CB4.1C","1985-09-24","B",NA,21.3,0.2,24.6,13.4,4.34,4.34,0.719,0.719,0.0487,0.0487,0.3028,0.3028,0.024,0.024,0.57,0.57,0.025,0.025,0.255,0.255,0.0478,0.0478
"CB4.1C","1985-09-24","BP",NA,19.8,1.2,24,4.8,1.2,1.2,0.6868,0.6868,0.0428,0.0428,0.286,0.286,0.0202,0.0202,0.59,0.59,0.03,0.03,0.237,0.237,0.049,0.049
"CB4.1C","1985-09-24","S",1.7,17.2,8.5,23.3,7.6,3.44,3.44,0.571,0.571,0.0247,0.0247,0.0704,0.0704,0.0044,0.0044,0.36,0.36,0.009,0.009,0.043,0.043,0.0274,0.0274
"CB4.1C","1985-10-08","AP",NA,17.3,6.2,20.4,6.7,6.44,6.44,0.551,0.551,0.0203,0.0203,0.177,0.177,0.0054,0.0054,0.44,0.44,0.008,0.008,0.065,0.065,0.112,0.112
"CB4.1C","1985-10-08","B",NA,22.2,2.1,22.3,12.3,NA,NA,0.655,0.655,0.0462,0.0462,0.272,0.272,0.0286,0.0286,0.55,0.55,0.031,0.031,0.244,0.244,0.028,0.028
"CB4.1C","1985-10-08","BP",NA,21.7,2.1,22.3,9.8,0,1,0.6353,0.6353,0.0419,0.0419,0.278,0.278,0.0273,0.0273,0.56,0.56,0.03,0.03,0.243,0.243,0.035,0.035
"CB4.1C","1985-10-08","S",1.4,15.5,9.7,20.1,6,13.77,13.77,0.631,0.631,0.0344,0.0344,0.122,0.122,0.0031,0.0031,0.41,0.41,0.017,0.017,0.008,0.008,0.114,0.114
"CB4.1C","1985-10-22","AP",NA,17.6,6.8,18.6,4.7,3.59,3.59,0.548,0.548,0.0121,0.0171,0.162,0.162,0.0056,0.0056,0.44,0.44,0,0.005,0.09,0.09,0.072,0.072
"CB4.1C","1985-10-22","B",NA,20.1,2.6,20.6,15.7,0,1,0.652,0.652,0.0293,0.0293,0.285,0.285,0.0161,0.0161,0.54,0.54,0.011,0.011,0.24,0.24,0.045,0.045
"CB4.1C","1985-10-22","BP",NA,19,4.6,19.7,6.9,0,1,0.593,0.593,0.0175,0.0175,0.218,0.218,0.0102,0.0102,0.47,0.47,0.006,0.006,0.172,0.172,0.046,0.046
"CB4.1C","1985-10-22","S",1.9,17.6,7.1,18.6,4.1,1.65,1.65,0.5092,0.5092,0.0123,0.0173,0.152,0.152,0.0055,0.0055,0.43,0.43,0,0.005,0.088,0.088,0.064,0.064
"CB4.1C","1985-11-13","AP",NA,16.4,8.4,14.8,7.2,NA,NA,0.663,0.663,0.0186,0.0186,0.287,0.287,0.0065,0.0065,0.56,0.56,0.008,0.008,0.106,0.106,0.181,0.181
"CB4.1C","1985-11-13","B",NA,18.5,6.1,15.9,21.4,1.35,1.35,0.6156,0.6156,0.0511,0.0511,0.291,0.291,0.021,0.021,0.56,0.56,0.035,0.035,0.197,0.197,0.094,0.094
"CB4.1C","1985-11-13","BP",NA,18,6.7,15.5,11.4,0,1,0.627,0.627,0.0346,0.0346,0.29,0.29,0.016,0.016,0.54,0.54,0.024,0.024,0.169,0.169,0.121,0.121
"CB4.1C","1985-11-13","S",1.7,15.8,10,15.1,7.7,10.48,10.48,0.803,0.803,0.0322,0.0322,0.281,0.281,0.0059,0.0059,0.6,0.6,0.012,0.012,0.089,0.089,0.192,0.192
"CB4.1C","1985-12-10","AP",NA,14,9.1,9.2,4.7,1.35,1.35,0.8721,0.8721,0.0271,0.0271,0.56,0.56,0.0139,0.0139,0.82,0.82,0.02,0.02,0.14,0.14,0.42,0.42
"CB4.1C","1985-12-10","B",NA,19.2,6.3,12.5,60,2.69,2.69,0.926,0.926,0.1028,0.1028,0.347,0.347,0.0204,0.0204,0.6,0.6,0.042,0.042,0.167,0.167,0.18,0.18
"CB4.1C","1985-12-10","BP",NA,15.1,9,9.2,5.8,0,1,0.7833,0.7833,0.0232,0.0232,0.487,0.487,0.0127,0.0127,0.74,0.74,0.017,0.017,0.137,0.137,0.35,0.35
"CB4.1C","1985-12-10","S",2.4,13.7,9.4,9.3,4.8,1.05,1.05,0.8526,0.8526,0.0649,0.0649,0.563,0.563,0.0139,0.0139,0.8,0.8,0.057,0.057,0.143,0.143,0.42,0.42
"CB4.1C","1986-01-07","AP",NA,14.5,11,3.9,8.8,5.99,5.99,0.963,0.963,0.0214,0.0214,0.417,0.417,0.0017,0.0017,0.8,0.8,0.007,0.007,0.027,0.027,0.39,0.39
"CB4.1C","1986-01-07","B",NA,15.7,9.9,4.4,41.4,4.99,4.99,1.013,1.013,0.0466,0.0516,0.374,0.374,0.0028,0.0028,0.72,0.72,0,0.005,0.054,0.054,0.32,0.32
"CB4.1C","1986-01-07","BP",NA,15.4,10.1,4.3,16.2,5.24,5.24,0.987,0.987,0.0311,0.0311,0.386,0.386,0.0019,0.0019,0.81,0.81,0.011,0.011,0.046,0.046,0.34,0.34
"CB4.1C","1986-01-07","S",1.8,11.9,12.2,3,6.8,4.49,4.49,1.04,1.04,0.0144,0.0194,0.545,0.545,0.002,0.002,0.87,0.87,0,0.005,0.025,0.025,0.52,0.52
"CB4.1C","1986-02-13","AP",NA,11,11.5,0.7,5.8,8.6,8.6,1.175,1.175,0.0275,0.0275,0.718,0.718,0.0031,0.0031,1,1,0.011,0.011,0.058,0.058,0.66,0.66
"CB4.1C","1986-02-13","B",NA,19.4,9,2.4,13,12.71,12.71,0.953,0.953,0.0315,0.0315,0.173,0.173,0.0023,0.0023,0.7,0.7,0.01,0.01,0.033,0.033,0.14,0.14
"CB4.1C","1986-02-13","BP",NA,16.6,9.6,2,5.4,12.71,12.71,0.868,0.868,0.0233,0.0233,0.313,0.313,0.0022,0.0022,0.64,0.64,0.007,0.007,0.033,0.033,0.28,0.28
"CB4.1C","1986-02-13","S",0.2,10.4,12.4,0.5,5.1,6.35,6.35,1.197,1.197,0.0255,0.0255,0.741,0.741,0.0023,0.0023,1.04,1.04,0.008,0.008,0.061,0.061,0.68,0.68
"CB4.1C","1986-03-11","AP",NA,13.1,10.5,3.1,4,9.07,9.07,1.005,1.005,0.0226,0.0226,0.513,0.513,0.0032,0.0032,0.83,0.83,0.008,0.008,0.103,0.103,0.41,0.41
"CB4.1C","1986-03-11","B",NA,18.6,7.6,2.9,5.2,8.97,8.97,0.883,0.883,0.0355,0.0355,0.398,0.398,0.0026,0.0026,0.79,0.79,0.016,0.016,0.13,0.13,0.268,0.268
"CB4.1C","1986-03-11","BP",NA,17.1,8.1,2.8,4.4,7.87,7.87,0.873,0.873,0.0263,0.0263,0.489,0.489,0.0032,0.0032,0.72,0.72,0.009,0.009,0.131,0.131,0.358,0.358
"CB4.1C","1986-03-11","S",2,12.5,12.1,3.4,4.4,5.28,5.28,1.164,1.164,0.0255,0.0255,0.7,0.7,0.0018,0.0018,1.02,1.02,0.011,0.011,0.08,0.08,0.62,0.62
"CB4.1C","1986-03-25","AP",NA,5,12.3,7.1,7.4,6.58,6.58,1.46,1.46,0.0642,0.0642,0.969,0.969,0.0084,0.0084,1.1,1.1,0.015,0.015,0.109,0.109,0.86,0.86
"CB4.1C","1986-03-25","B",NA,15.7,9,4.3,4,16.45,16.45,1.052,1.052,0.0524,0.0524,0.518,0.518,0.0068,0.0068,0.71,0.71,0.012,0.012,0.121,0.121,0.397,0.397
"CB4.1C","1986-03-25","BP",NA,13.6,9.9,5.3,30.2,10.47,10.47,1.118,1.118,0.0436,0.0436,0.584,0.584,0.0049,0.0049,0.81,0.81,0.012,0.012,0.105,0.105,0.479,0.479
"CB4.1C","1986-03-25","S",0.5,5,12.3,7.1,4,7.66,7.66,1.368,1.368,0.045,0.045,1.056,1.056,0.0028,0.0028,1.2,1.2,0.012,0.012,0.106,0.106,0.95,0.95
"CB4.1C","1986-04-08","AP",NA,6.1,11,11.2,6.4,17.19,17.19,1.197,1.197,0.0168,0.0218,0.782,0.782,0.002,0.002,0.98,0.98,0,0.005,0.042,0.042,0.74,0.74
"CB4.1C","1986-04-08","B",NA,16.5,7,6.3,51.5,31.1,31.1,1.156,1.156,0.0527,0.0577,0.43,0.43,0.007,0.007,0.71,0.71,0,0.005,0.132,0.132,0.298,0.298
"CB4.1C","1986-04-08","BP",NA,15.3,7.1,6.4,9.6,21.38,21.38,0.986,0.986,0.0188,0.0238,0.421,0.421,0.0019,0.0019,0.73,0.73,0,0.005,0.1,0.1,0.321,0.321
"CB4.1C","1986-04-08","S",1.6,5.3,11.6,13.2,4.8,9.78,9.78,1.338,1.338,0.0136,0.0186,1.014,1.014,0,0.0016,1.19,1.19,0,0.005,0.034,0.034,0.98,0.98
"CB4.1C","1986-04-22","AP",NA,7.9,10.3,11,6,20.56,20.56,1.235,1.235,0.0195,0.0245,0.781,0.781,0.0034,0.0034,0.99,0.99,0,0.005,0.051,0.051,0.73,0.73
"CB4.1C","1986-04-22","B",NA,19.5,3.5,9,4.7,8.47,8.47,0.814,0.814,0.016,0.021,0.358,0.358,0.0029,0.0029,0.66,0.66,0,0.005,0.188,0.188,0.17,0.17
"CB4.1C","1986-04-22","BP",NA,16.9,4.1,8.8,5,12.83,12.83,1.044,1.044,0.0178,0.0228,0.462,0.462,0.0022,0.0022,0.85,0.85,0,0.005,0.154,0.154,0.308,0.308
"CB4.1C","1986-04-22","S",1,7.7,11,11.1,7.4,23.42,23.42,1.315,1.315,0.0252,0.0302,0.84,0.84,0.0024,0.0024,1,1,0,0.005,0.01,0.01,0.83,0.83
"CB4.1C","1986-05-13","AP",NA,11.4,9.6,15.2,5.3,10.17,10.17,0.933,0.933,0.0084,0.0134,0.483,0.483,0.0035,0.0035,0.79,0.79,0,0.005,0.023,0.023,0.46,0.46
"CB4.1C","1986-05-13","B",NA,17.2,2.9,12.3,13.5,39.02,39.02,1.064,1.064,0.0256,0.0306,0.365,0.365,0.0073,0.0073,0.69,0.69,0,0.005,0.115,0.115,0.25,0.25
"CB4.1C","1986-05-13","BP",NA,16.4,2.3,12.2,13.4,35.74,35.74,1.142,1.142,0.0255,0.0305,0.38,0.38,0.0034,0.0034,0.73,0.73,0,0.005,0.11,0.11,0.27,0.27
"CB4.1C","1986-05-13","S",2.6,11,10,16.4,4.6,7.18,7.18,0.887,0.887,0.008,0.013,0.497,0.497,0.0043,0.0043,0.75,0.75,0,0.005,0.027,0.027,0.47,0.47
"CB4.1C","1986-05-27","AP",NA,10.8,6.9,20,4,5.78,5.78,0.71,0.71,0.0161,0.0161,0.337,0.337,0.0067,0.0067,0.58,0.58,0.006,0.006,0.029,0.029,0.308,0.308
"CB4.1C","1986-05-27","B",NA,20.8,1.6,14.8,10.4,37.18,37.18,0.804,0.804,0.038,0.043,0.243,0.243,0.0022,0.0022,0.42,0.42,0,0.005,0.112,0.112,0.131,0.131
"CB4.1C","1986-05-27","BP",NA,19.5,1.7,15,5.3,13.16,13.16,0.636,0.636,0.0229,0.0279,0.259,0.259,0.002,0.002,0.44,0.44,0,0.005,0.105,0.105,0.154,0.154
"CB4.1C","1986-05-27","S",2.4,9.9,8.3,20.3,4,8.37,8.37,0.646,0.646,0.0138,0.0188,0.317,0.317,0.005,0.005,0.5,0.5,0,0.005,0.017,0.017,0.3,0.3
"CB4.1C","1986-06-10","AP",NA,12.1,5.1,21.6,4,2.49,2.49,0.699,0.699,0.0172,0.0172,0.331,0.331,0,0.0016,0.59,0.59,0.006,0.006,0.153,0.153,0.178,0.178
"CB4.1C","1986-06-10","B",NA,19.5,0.8,16.8,5.1,1,1,0.8992,0.8992,0.0269,0.0269,0.373,0.373,0.0058,0.0058,0.84,0.84,0.019,0.019,0.26,0.26,0.113,0.113
"CB4.1C","1986-06-10","BP",NA,18.3,1,17.3,4,0,1,0.797,0.797,0.0247,0.0247,0.385,0.385,0.0153,0.0153,0.73,0.73,0.018,0.018,0.261,0.261,0.124,0.124
"CB4.1C","1986-06-10","S",1.6,11,6.5,23.2,4,6.58,6.58,0.782,0.782,0.0282,0.0282,0.284,0.284,0.0054,0.0054,0.59,0.59,0.009,0.009,0.116,0.116,0.168,0.168
"CB4.1C","1986-06-24","AP",NA,12.3,4.6,22.8,5,2.99,2.99,0.645,0.645,0.0203,0.0203,0.267,0.267,0.005,0.005,0.51,0.51,0.006,0.006,0.186,0.186,0.081,0.081
"CB4.1C","1986-06-24","B",NA,18.3,0.1,19.2,8.8,2.24,2.24,0.746,0.746,0.0395,0.0395,0.386,0.386,0.0269,0.0269,0.63,0.63,0.027,0.027,0.369,0.369,0.017,0.017
"CB4.1C","1986-06-24","BP",NA,16.2,0.4,20.3,6.4,1.79,1.79,0.681,0.681,0.0268,0.0268,0.357,0.357,0.01,0.01,0.54,0.54,0.009,0.009,0.312,0.312,0.045,0.045
"CB4.1C","1986-06-24","S",1.8,10.7,8,23.6,7.2,11.66,11.66,0.604,0.604,0.0302,0.0302,0.164,0.164,0.0045,0.0045,0.34,0.34,0.006,0.006,0.064,0.064,0.1,0.1
"CB4.1C","1986-07-16","AP",NA,11.5,10,26.2,4.9,12.26,12.26,0.629,0.629,0.031,0.031,0.0179,0.0179,0.0039,0.0039,0.33,0.33,0.012,0.012,0.015,0.015,0.0029,0.0029
"CB4.1C","1986-07-16","B",NA,20.4,0.1,23.8,4,0,1,0.5162,0.5162,0.0416,0.0416,0.1731,0.1731,0.0354,0.0354,0.46,0.46,0.036,0.036,0.171,0.171,0.0021,0.0021
"CB4.1C","1986-07-16","BP",NA,18.6,0.1,23.9,4,0,1,0.5728,0.5728,0.0318,0.0318,0.1546,0.1546,0.0248,0.0248,0.51,0.51,0.025,0.025,0.151,0.151,0.0036,0.0036
"CB4.1C","1986-07-16","S",1.4,11.3,11.4,26.7,7.3,23.77,23.77,0.793,0.793,0.0376,0.0376,0.035,0.035,0.0073,0.0073,0.38,0.38,0.013,0.013,0.028,0.028,0.007,0.007
"CB4.1C","1986-07-29","AP",NA,14.6,1.8,26.3,4,1.87,1.87,1.151,1.151,0.042,0.042,0.1236,0.1236,0.0157,0.0157,0.51,0.51,0.026,0.026,0.121,0.121,0.0026,0.0026
"CB4.1C","1986-07-29","B",NA,21,0,24.2,4,1.05,1.05,0.6694,0.6694,0.0866,0.0866,0.2784,0.2784,0.0715,0.0715,0.61,0.61,0.08,0.08,0.276,0.276,0.0024,0.0024
"CB4.1C","1986-07-29","BP",NA,20.1,0.1,24.3,4,0,1,0.6363,0.6363,0.0694,0.0694,0.2365,0.2365,0.0538,0.0538,0.56,0.56,0.06,0.06,0.232,0.232,0.0045,0.0045
"CB4.1C","1986-07-29","S",1.2,12.9,8.1,27.8,5.6,10.96,10.96,0.658,0.658,0.0379,0.0379,0.0358,0.0358,0.0153,0.0153,0.39,0.39,0.011,0.011,0.011,0.011,0.0248,0.0248
"CB4.1C","1986-08-12","AP",NA,13.3,5.2,26.4,5.3,7.16,7.16,0.632,0.632,0.0331,0.0331,0.0595,0.0595,0.0045,0.0045,0.41,0.41,0.01,0.01,0.056,0.056,0.0035,0.0035
"CB4.1C","1986-08-12","B",NA,21.5,0.1,24.9,7,1.71,1.71,0.7152,0.7152,0.1093,0.1093,0.3544,0.3544,0.0971,0.0971,0.64,0.64,0.102,0.102,0.331,0.331,0.0234,0.0234
"CB4.1C","1986-08-12","BP",NA,19.5,0.1,25,4,0,1,0.6246,0.6246,0.0963,0.0963,0.3262,0.3262,0.0903,0.0903,0.56,0.56,0.089,0.089,0.322,0.322,0.0042,0.0042
"CB4.1C","1986-08-12","S",1.4,13.3,6.2,26.3,4.9,9.93,9.93,0.624,0.624,0.0307,0.0307,0.0728,0.0728,0.0066,0.0066,0.41,0.41,0.008,0.008,0.068,0.068,0.0048,0.0048
"CB4.1C","1986-08-26","AP",NA,14,6.4,24.2,4.1,7.18,7.18,0.596,0.596,0.0386,0.0386,0.1067,0.1067,0.0132,0.0132,0.42,0.42,0.019,0.019,0.069,0.069,0.0377,0.0377
"CB4.1C","1986-08-26","B",NA,20.6,0.1,25.8,5.6,0,1,0.8133,0.8133,0.13,0.13,0.4432,0.4432,0.1172,0.1172,0.73,0.73,0.121,0.121,0.44,0.44,0.0032,0.0032
