"","values","value2"
"840",0.325,0.325
"841",0.06225,0.06225
"842",0.1113,0.1113
"843",0.00405,0.00405
"844",0.0402,0.0402
"845",0.00375,0.00375
"846",0.0026,0.0026
"847",0.0032,0.0032
"848",7e-04,7e-04
"849",0.0042,0.0042
"850",0.003,0.003
"851",0.00565,0.00565
"852",0.0158,0.0158
"853",0.01545,0.01545
"854",0.0291,0.0291
"855",0.07595,0.07595
"856",0.0237,0.0237
"857",0.0478,0.0478
"858",0.164,0.164
"859",0.0269,0.0269
"860",0.3483,0.3483
"861",0.105,0.105
"862",0.485,0.485
"863",0.07085,0.07085
"864",0.2736,0.2736
"865",0.0859,0.0859
"866",0.645,0.645
"867",0.0579,0.0579
"868",0.385,0.385
"869",0.1366,0.1366
"870",0.3448,0.3448
"871",0.0868,0.0868
"872",0.331,0.331
"873",0.00335,0.00335
"874",0.1725,0.1725
"875",0.0078,0.0078
"876",0.1054,0.1054
"877",0.0054,0.0054
"878",0.113,0.113
"879",0.0055,0.0055
"880",0.0223,0.0223
"881",0.0068,0.0068
"882",0.0019,0.0019
"883",0.0044,0.0044
"884",0.114,0.114
"885",0.10045,0.10045
"886",0.199,0.199
"887",0.0785,0.0785
"888",0.22,0.22
"889",0.0955,0.0955
"890",0.5,0.5
"891",0.1105,0.1105
"892",0.437,0.437
"893",0.1345,0.1345
"894",0.8211,0.8211
"895",0.2545,0.2545
"896",0.601,0.601
"897",0.1815,0.1815
"898",1.01,1.01
"899",0.2785,0.2785
"900",0.891,0.891
"901",0.1785,0.1785
"902",0.584,0.584
"903",0.09275,0.09275
"904",0.218,0.218
"905",0.00405,0.00405
"906",0.0451,0.0451
"907",0.00825,0.00825
"908",0.012,0.012
"909",0.00555,0.00555
"910",0.0117,0.0117
"911",0.006,0.006
"912",0.0176,0.0176
"913",0.06715,0.06715
"914",0.0049,0.0049
"915",0.2035,0.2035
"916",0.262,0.262
"917",0.0346,0.0346
"918",0.191,0.191
"919",0.0516,0.0516
"920",0.387,0.387
"921",0.0552,0.0552
"922",0.35,0.35
"923",0.04735,0.04735
"924",0.272,0.272
"925",0.0755,0.0755
"926",1.19,1.19
"927",0.1575,0.1575
"928",0.885,0.885
"929",0.2005,0.2005
"930",0.633,0.633
"931",0.00485,0.00485
"932",0.368,0.368
"933",0.00415,0.00415
"934",0.0094,0.0094
"935",0.00265,0.00265
"936",0.0102,0.0102
"937",0.02435,0.02435
"938",0.0061,0.0061
"939",0.105,0.105
"940",0.147,0.147
"941",0.3175,0.3175
"942",0.75,0.75
"943",0.3585,0.3585
"944",1.15,1.15
"945",0.4015,0.4015
"946",0.592,0.592
"947",0.1345,0.1345
"948",0.551,0.551
"949",0.225,0.225
"950",1.18,1.18
"951",0.2995,0.2995
"952",0.996,0.996
"953",0.165,0.165
"954",0.642,0.642
"955",0.2425,0.2425
"956",0.742,0.742
"957",0.1265,0.1265
"958",0.199,0.199
"959",0.114,0.114
"960",0.0847,0.0847
"961",0.03885,0.03885
"962",0.209,0.209
"963",0.0073,0.0073
"964",0.134,0.134
"965",0.0132,0.0132
"966",0.0104,0.0104
"967",0.02815,0.02815
"968",0.0014,0.0014
"969",0.0864,0.0864
"970",0.0139,0.0139
"971",0.0807,0.0807
"972",0.0791,0.0791
"973",0.211,0.211
"974",0.135,0.135
"975",0.08355,0.08355
"976",0.594,0.594
"977",0.0436,0.0436
"978",0.323,0.323
"979",0.085,0.085
"980",0.817,0.817
"981",0.151,0.151
"982",0.661,0.661
"983",0.125,0.125
"984",0.955,0.955
"985",0.0948,0.0948
"986",0.674,0.674
"987",0.01095,0.01095
"988",0.109,0.109
"989",0.00285,0.00285
"990",0.107,0.107
"991",0.0232,0.0232
"992",0.114,0.114
"993",0.0068,0.0068
"994",0.128,0.128
"995",0.0034,0.0034
"996",0.0091,0.0091
"997",0.0039,0.0039
"998",0.061,0.061
"999",0.167,0.167
"1000",0.234,0.234
"1001",0.05025,0.05025
"1002",0.138,0.138
"1003",0.0364,0.0364
"1004",0.466,0.466
"1005",0.08055,0.08055
"1006",0.386,0.386
"1007",0.1515,0.1515
"1008",0.945,0.945
"1009",0.266,0.266
"1010",0.626,0.626
"1011",0.1605,0.1605
"1012",0.64,0.64
"1013",0.1315,0.1315
"1014",0.436,0.436
"1015",0.00385,0.00385
"1016",0.0731,0.0731
"1017",NA,NA
"1018",0.0021,0.0021
"1019",0.0029,0.0029
"1020",0.00245,0.00245
"1021",0.0309,0.0309
"1022",0.03025,0.03025
"1023",0.0193,0.0193
"1024",0.0999,0.0999
"1025",0.0197,0.0197
"1026",0.02575,0.02575
"1027",0.132,0.132
"1028",0.0113,0.0113
"1029",0.162,0.162
"1030",0.07225,0.07225
"1031",0.299,0.299
"1032",0.0814,0.0814
"1033",0.276,0.276
"1034",0.02905,0.02905
"1035",0.585,0.585
"1036",0.213,0.213
"1037",0.493,0.493
"1038",0.16,0.16
"1039",0.454,0.454
"1040",0.09995,0.09995
"1041",0.106,0.106
"1042",0.02955,0.02955
"1043",0.0419,0.0419
"1044",0.03895,0.03895
"1045",0.192,0.192
"1046",0.0021,0.0021
"1047",0.0013,0.0013
"1048",0.01075,0.01075
"1049",0.0015,0.0015
"1050",0.00505,0.00505
"1051",0.0461,0.0461
"1052",0.0879,0.0879
"1053",0.223,0.223
"1054",0.04345,0.04345
"1055",0.0207,0.0207
"1056",0.04035,0.04035
"1057",0.149,0.149
"1058",0.128,0.128
"1059",0.262,0.262
"1060",0.08,0.08
"1061",0.248,0.248
"1062",0.0366,0.0366
"1063",0.216,0.216
"1064",0.086,0.086
"1065",0.261,0.261
"1066",0.0173,0.0173
"1067",0.29,0.29
