"station"	"date"	"layer"	"no23f..Data.values"	"no23f..Data.value2"	"no23f.remark.codes"	"no23f.value.codes"	"no23f.reporting.level"	"no23f.reporting.method"	"no23f.reporting.units"	"no23f.analyte.method"	"no23f.analyte.name"	"no23f.unique.code"
"WT2.1"	1997-05-15	"S"	 0.55300	 0.55300	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-06-26	"B"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-06-26	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-07-31	"B"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-07-31	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-08-28	"B"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-08-28	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-09-25	"B"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-09-25	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-10-29	"B"	 0.16900	 0.16900	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-10-29	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-11-20	"B"	 0.14500	 0.14500	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-11-20	"S"	 0.16700	 0.16700	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-12-11	"B"	 0.41900	 0.41900	" "	""	NA	""	""	""	""	""
"WT2.1"	1997-12-11	"S"	 0.41500	 0.41500	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-02-10	"B"	 1.06900	 1.06900	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-02-10	"S"	 1.13800	 1.13800	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-03-26	"B"	 0.98000	 0.98000	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-03-26	"S"	 0.99300	 0.99300	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-04-22	"B"	 0.86600	 0.86600	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-04-22	"S"	 0.99700	 0.99700	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-05-06	"B"	 0.95900	 0.95900	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-05-06	"S"	 1.00000	 1.00000	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-06-16	"B"	 0.81800	 0.81800	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-06-16	"S"	 0.84200	 0.84200	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-07-08	"B"	 0.00380	 0.00380	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-07-08	"S"	 0.00320	 0.00320	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-08-06	"B"	 0.00360	 0.00360	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-08-06	"S"	 0.03130	 0.03130	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-09-16	"B"	 0.02740	 0.02740	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-09-16	"S"	 0.00320	 0.00320	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-10-27	"B"	 0.01270	 0.01270	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-10-27	"S"	 0.00550	 0.00550	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-12-15	"B"	 0.00530	 0.00530	" "	""	NA	""	""	""	""	""
"WT2.1"	1998-12-15	"S"	 0.00470	 0.00470	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-03-02	"B"	 0.75100	 0.75100	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-03-02	"S"	 0.75200	 0.75200	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-04-14	"B"	 0.63000	 0.63000	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-04-14	"S"	 0.62700	 0.62700	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-05-13	"B"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-05-13	"S"	 0.00170	 0.00170	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-06-22	"B"	 0.00420	 0.00420	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-06-22	"S"	 0.00290	 0.00290	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-07-22	"B"	 0.01450	 0.01450	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-07-22	"S"	 0.01310	 0.01310	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-08-17	"B"	 0.03690	 0.03690	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-08-17	"S"	 0.03530	 0.03530	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-09-08	"B"	 0.11500	 0.11500	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-09-08	"S"	 0.09190	 0.09190	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-10-19	"B"	 0.28200	 0.28200	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-10-19	"S"	 0.25000	 0.25000	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-11-04	"B"	 0.51500	 0.51500	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-11-04	"S"	 0.51500	 0.51500	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-12-08	"B"	 0.69600	 0.69600	" "	""	NA	""	""	""	""	""
"WT2.1"	1999-12-08	"S"	 0.70500	 0.70500	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-02-22	"B"	 1.04000	 1.04000	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-02-22	"S"	 1.04000	 1.04000	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-03-15	"B"	 1.00000	 1.00000	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-03-15	"S"	 0.99200	 0.99200	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-04-12	"B"	 0.92800	 0.92800	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-04-12	"S"	 0.74700	 0.74700	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-05-10	"B"	 0.33800	 0.33800	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-05-10	"S"	 0.33950	 0.33950	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-06-14	"B"	 0.00380	 0.00380	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-06-14	"S"	 0.00250	 0.00250	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-07-12	"B"	 0.00270	 0.00270	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-07-12	"S"	 0.00430	 0.00430	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-08-09	"B"	 0.00320	 0.00320	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-08-09	"S"	 0.00260	 0.00260	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-09-27	"B"	 0.05190	 0.05190	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-09-27	"S"	 0.04915	 0.04915	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-10-12	"B"	 0.05790	 0.05790	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-10-12	"S"	 0.05980	 0.05980	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-11-15	"B"	 0.00380	 0.00380	" "	""	NA	""	""	""	""	""
"WT2.1"	2000-11-15	"S"	 0.00690	 0.00690	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-02-15	"B"	 0.45000	 0.45000	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-02-15	"S"	 0.46600	 0.46600	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-03-22	"B"	 0.95700	 0.95700	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-03-22	"S"	 0.94300	 0.94300	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-04-04	"B"	 1.09000	 1.09000	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-04-04	"S"	 1.10000	 1.10000	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-05-09	"B"	 0.00190	 0.00190	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-05-09	"S"	 0.02350	 0.02350	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-06-13	"B"	 0.17500	 0.17500	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-06-13	"S"	 0.10600	 0.10600	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-07-11	"B"	 0.00990	 0.00990	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-07-11	"S"	 0.00880	 0.00880	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-08-16	"B"	 0.00790	 0.00790	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-08-16	"S"	 0.00790	 0.00790	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-09-13	"B"	 0.02470	 0.02470	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-09-13	"S"	 0.00790	 0.00790	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-10-17	"B"	 0.00460	 0.00460	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-10-17	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-11-15	"B"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-11-15	"S"	 0.00550	 0.00550	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-12-19	"B"	 0.05650	 0.05650	" "	""	NA	""	""	""	""	""
"WT2.1"	2001-12-19	"S"	 0.08100	 0.08100	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-01-09	"B"	 0.28400	 0.28400	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-01-09	"S"	 0.30300	 0.30300	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-02-13	"B"	 0.32900	 0.32900	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-02-13	"S"	 0.32000	 0.32000	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-03-27	"B"	 0.27300	 0.27300	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-03-27	"S"	 0.29900	 0.29900	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-04-10	"B"	 0.11800	 0.11800	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-04-10	"S"	 0.11000	 0.11000	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-05-08	"B"	 0.01520	 0.01520	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-05-08	"S"	 0.02410	 0.02410	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-06-20	"B"	 0.04390	 0.04390	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-06-20	"S"	 0.01480	 0.01480	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-07-17	"B"	 0.00710	 0.00710	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-07-17	"S"	 0.01130	 0.01130	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-08-14	"B"	 0.00870	 0.00870	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-08-14	"S"	 0.01110	 0.01110	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-09-18	"B"	 0.01910	 0.01910	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-09-18	"S"	 0.02240	 0.02240	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-10-23	"B"	 0.16400	 0.16400	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-10-23	"S"	 0.16200	 0.16200	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-11-14	"B"	 0.35800	 0.35800	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-11-14	"S"	 0.28600	 0.28600	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-12-19	"B"	 0.83400	 0.83400	" "	""	NA	""	""	""	""	""
"WT2.1"	2002-12-19	"S"	 1.63000	 1.63000	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-04-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-04-24	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-05-08	"B"	 0.85100	 0.85100	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-05-08	"S"	 0.85000	 0.85000	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-06-19	"B"	 1.11000	 1.11000	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-06-19	"S"	 1.11000	 1.11000	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-07-10	"B"	 0.69200	 0.69200	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-07-10	"S"	 0.63000	 0.63000	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-08-07	"B"	 0.59800	 0.59800	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-08-07	"S"	 0.61700	 0.61700	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-09-30	"B"	 0.61100	 0.61100	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-09-30	"S"	 0.84300	 0.84300	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-10-09	"B"	 0.78000	 0.78000	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-10-09	"S"	 0.74600	 0.74600	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-11-25	"B"	 1.67000	 1.67000	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-11-25	"S"	 1.66500	 1.66500	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-12-23	"B"	 1.61000	 1.61000	" "	""	NA	""	""	""	""	""
"WT2.1"	2003-12-23	"S"	 1.64000	 1.64000	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-02-26	"B"	 1.82000	 1.82000	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-02-26	"S"	 1.87500	 1.87500	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-03-30	"B"	 1.22000	 1.22000	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-03-30	"S"	 1.24000	 1.24000	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-04-26	"B"	 0.49200	 0.49200	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-04-26	"S"	 1.26000	 1.26000	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-05-13	"B"	 1.30000	 1.30000	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-05-13	"S"	 1.20000	 1.20000	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-06-10	"B"	 1.27000	 1.27000	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-06-10	"S"	 1.27000	 1.27000	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-07-22	"B"	 0.43000	 0.43000	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-07-22	"S"	 0.01490	 0.01490	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-08-12	"B"	 0.43200	 0.43200	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-08-12	"S"	 0.38400	 0.38400	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-09-23	"B"	 0.32100	 0.32100	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-09-23	"S"	 0.28400	 0.28400	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-10-14	"B"	 0.57400	 0.57400	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-10-14	"S"	 0.55400	 0.55400	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-11-10	"B"	 0.60900	 0.60900	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-11-10	"S"	 0.47300	 0.47300	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-12-08	"B"	 1.12000	 1.12000	" "	""	NA	""	""	""	""	""
"WT2.1"	2004-12-08	"S"	 1.11000	 1.11000	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-02-17	"B"	 1.75000	 1.75000	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-02-17	"S"	 1.74000	 1.74000	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-03-17	"B"	 1.74000	 1.74000	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-03-17	"S"	 1.68000	 1.68000	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-04-26	"B"	 1.50000	 1.50000	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-04-26	"S"	 1.56000	 1.56000	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-05-12	"B"	 1.14000	 1.14000	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-05-12	"S"	 1.13000	 1.13000	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-06-16	"B"	 0.46400	 0.46400	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-06-16	"S"	 0.40100	 0.40100	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-07-28	"B"	 0.04040	 0.04040	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-07-28	"S"	 0.00180	 0.00180	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-08-11	"B"	 0.03650	 0.03650	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-08-11	"S"	 0.00745	 0.00745	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-09-15	"B"	 0.00360	 0.00360	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-09-15	"S"	 0.00360	 0.00360	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-10-20	"B"	 0.50300	 0.50300	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-10-20	"S"	 0.49100	 0.49100	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-11-16	"B"	 0.58300	 0.58300	" "	""	NA	""	""	""	""	""
"WT2.1"	2005-11-16	"S"	 0.57100	 0.57100	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-01-09	"B"	 1.01000	 1.01000	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-01-09	"S"	 1.06500	 1.06500	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-02-09	"B"	 1.46000	 1.46000	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-02-09	"S"	 1.47000	 1.47000	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-03-08	"B"	 1.56000	 1.56000	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-03-08	"S"	 1.60000	 1.60000	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-04-19	"B"	 0.60700	 0.60700	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-04-19	"S"	 0.62700	 0.62700	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-05-11	"B"	 0.04640	 0.04640	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-05-11	"S"	 0.04140	 0.04140	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-06-21	"B"	 0.09900	 0.09900	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-06-21	"S"	 0.10000	 0.10000	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-07-12	"B"	 0.61500	 0.61500	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-07-12	"S"	 0.60500	 0.60500	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-08-17	"B"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-08-17	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-09-21	"B"	 0.10100	 0.10100	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-09-21	"S"	 0.09990	 0.09990	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-10-19	"B"	 0.20300	 0.20300	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-10-19	"S"	 0.32900	 0.32900	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-11-27	"B"	 0.90800	 0.90800	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-11-27	"S"	 0.86000	 0.86000	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-12-13	"B"	 0.99800	 0.99800	" "	""	NA	""	""	""	""	""
"WT2.1"	2006-12-13	"S"	 1.13000	 1.13000	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-01-11	"B"	 1.22000	 1.22000	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-01-11	"S"	 1.16500	 1.16500	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-02-28	"B"	 1.75000	 1.75000	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-02-28	"S"	 1.68000	 1.68000	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-03-15	"B"	 2.00300	 2.00300	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-03-15	"S"	 1.97000	 1.97000	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-04-12	"B"	 1.38000	 1.38000	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-04-12	"S"	 1.39000	 1.39000	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-05-10	"B"	 1.06000	 1.06000	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-05-10	"S"	 0.99000	 0.99000	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-06-21	"B"	 0.04580	 0.04580	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-06-21	"S"	 0.05300	 0.05300	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-07-12	"B"	 0.01220	 0.01220	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-07-12	"S"	 0.01890	 0.01890	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-08-23	"B"	 0.00220	 0.00220	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-08-23	"S"	 0.00230	 0.00230	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-09-20	"B"	 0.00220	 0.00220	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-09-20	"S"	 0.00150	 0.00150	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-10-18	"B"	 0.00230	 0.00230	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-10-18	"S"	 0.01630	 0.01630	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-11-07	"B"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-11-07	"S"	 0.06090	 0.06090	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-12-13	"B"	 0.44800	 0.44800	" "	""	NA	""	""	""	""	""
"WT2.1"	2007-12-13	"S"	 0.27900	 0.27900	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-01-17	"B"	 0.54600	 0.54600	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-01-17	"S"	 0.67200	 0.67200	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-02-25	"B"	 0.99100	 0.99100	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-02-25	"S"	 1.02000	 1.02000	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-03-19	"B"	 1.03000	 1.03000	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-03-19	"S"	 1.02000	 1.02000	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-04-17	"B"	 0.56600	 0.56600	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-04-17	"S"	 0.55600	 0.55600	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-05-15	"B"	 0.76800	 0.76800	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-05-15	"S"	 0.87100	 0.87100	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-06-12	"B"	 0.06200	 0.06200	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-06-12	"S"	 0.05340	 0.05340	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-07-10	"B"	 0.00610	 0.00610	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-07-10	"S"	 0.00590	 0.00590	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-08-14	"B"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-08-14	"S"	 0.00400	 0.00400	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-09-18	"B"	 0.00260	 0.00260	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-09-18	"S"	 0.00490	 0.00490	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-10-22	"B"	 0.01930	 0.01930	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-10-22	"S"	 0.02210	 0.02210	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-11-19	"B"	 0.07600	 0.07600	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-11-19	"S"	 0.07750	 0.07750	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-12-18	"B"	 0.35590	 0.35590	" "	""	NA	""	""	""	""	""
"WT2.1"	2008-12-18	"S"	 0.40670	 0.40670	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-01-14	"S"	 0.80340	 0.80340	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-02-25	"B"	 0.83200	 0.83200	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-02-25	"S"	 0.56930	 0.56930	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-03-19	"B"	 0.49810	 0.49810	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-03-19	"S"	 0.52190	 0.52190	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-04-15	"B"	 0.53500	 0.53500	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-04-15	"S"	 0.65860	 0.65860	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-05-14	"B"	 0.28350	 0.28350	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-05-14	"S"	 0.28120	 0.28120	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-06-22	"B"	 0.37840	 0.37840	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-06-22	"S"	 0.41930	 0.41930	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-07-16	"B"	 0.00330	 0.00330	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-07-16	"S"	 0.00360	 0.00360	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-08-13	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-08-13	"S"	 0.00590	 0.00590	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-09-17	"B"	 0.17500	 0.17500	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-09-17	"S"	 0.16100	 0.16100	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-10-22	"B"	 0.28300	 0.28300	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-10-22	"S"	 0.50100	 0.50100	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-11-19	"B"	 0.61300	 0.61300	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-11-19	"S"	 0.62900	 0.62900	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-12-10	"B"	 1.16000	 1.16000	" "	""	NA	""	""	""	""	""
"WT2.1"	2009-12-10	"S"	 1.15000	 1.15000	" "	""	NA	""	""	""	""	""
"WT2.1"	2010-01-21	"B"	 1.61000	 1.61000	" "	""	NA	""	""	""	""	""
"WT2.1"	2010-01-21	"S"	 1.89000	 1.89000	" "	""	NA	""	""	""	""	""
"WT2.1"	2010-02-25	"B"	 1.83000	 1.83000	" "	""	NA	""	""	""	""	""
"WT2.1"	2010-02-25	"S"	 1.76000	 1.76000	" "	""	NA	""	""	""	""	""
"WT2.1"	2010-03-18	"B"	 1.29000	 1.29000	" "	""	NA	""	""	""	""	""
"WT2.1"	2010-03-18	"S"	 1.43000	 1.43000	" "	""	NA	""	""	""	""	""
"WT2.1"	2010-04-15	"B"	 1.04000	 1.04000	" "	""	NA	""	""	""	""	""
