"station"	"date"	"layer"	"pn..Data.values"	"pn..Data.value2"	"pn.remark.codes"	"pn.value.codes"	"pn.reporting.level"	"pn.reporting.method"	"pn.reporting.units"	"pn.analyte.method"	"pn.analyte.name"	"pn.unique.code"
"CB3.3C"	1992-02-11	"B"	 0.32300	 0.32300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-02-11	"S"	 0.18000	 0.18000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-12	"B"	 0.21400	 0.21400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-12	"S"	 0.23200	 0.23200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-31	"B"	 0.16700	 0.16700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-31	"S"	 0.15500	 0.15500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-15	"B"	 0.41950	 0.41950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-15	"S"	 0.17800	 0.17800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-28	"B"	 0.31350	 0.31350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-28	"S"	 0.22100	 0.22100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-12	"B"	 0.49850	 0.49850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-12	"S"	 1.28000	 1.28000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-27	"B"	 0.21100	 0.21100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-27	"S"	 0.13200	 0.13200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-09	"B"	 0.07145	 0.07145	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-09	"S"	 0.27400	 0.27400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-23	"B"	 0.07985	 0.07985	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-23	"S"	 0.27300	 0.27300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-07	"B"	 0.08025	 0.08025	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-07	"S"	 0.30300	 0.30300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-21	"B"	 0.16550	 0.16550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-21	"S"	 0.32900	 0.32900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-12	"B"	 0.09380	 0.09380	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-12	"S"	 0.36400	 0.36400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-25	"B"	 0.09155	 0.09155	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-25	"S"	 0.28100	 0.28100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-09	"B"	 0.08305	 0.08305	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-09	"S"	 0.30700	 0.30700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-28	"B"	 0.10055	 0.10055	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-28	"S"	 0.10500	 0.10500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-07	"B"	 0.22350	 0.22350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-07	"S"	 0.17400	 0.17400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-20	"B"	 0.08430	 0.08430	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-20	"S"	 0.15400	 0.15400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-11-18	"B"	 0.15650	 0.15650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-11-18	"S"	 0.53600	 0.53600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-12-08	"B"	 0.13800	 0.13800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-12-08	"S"	 0.12700	 0.12700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-01-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-01-05	"S"	 0.22400	 0.22400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-02-09	"B"	 0.20900	 0.20900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-02-09	"S"	 0.07060	 0.07060	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-10	"B"	 0.31900	 0.31900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-10	"S"	 0.20200	 0.20200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-30	"B"	 0.30950	 0.30950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-30	"S"	 0.13300	 0.13300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-13	"B"	 0.28600	 0.28600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-13	"S"	 0.11800	 0.11800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-28	"B"	 0.20800	 0.20800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-28	"S"	 0.10900	 0.10900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-11	"B"	 0.16600	 0.16600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-11	"S"	 0.35100	 0.35100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-25	"B"	 0.15650	 0.15650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-25	"S"	 0.16700	 0.16700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-15	"B"	 0.16600	 0.16600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-15	"S"	 0.24600	 0.24600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-29	"B"	 0.12500	 0.12500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-29	"S"	 0.28400	 0.28400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-13	"B"	 0.17250	 0.17250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-13	"S"	 0.23700	 0.23700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-27	"B"	 0.13500	 0.13500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-27	"S"	 0.23800	 0.23800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-10	"B"	 0.07295	 0.07295	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-10	"S"	 0.42400	 0.42400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-24	"B"	 0.10600	 0.10600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-24	"S"	 0.35700	 0.35700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-14	"B"	 0.23250	 0.23250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-14	"S"	 0.31800	 0.31800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-28	"B"	 0.42900	 0.42900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-28	"S"	 0.29800	 0.29800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-13	"B"	 0.28350	 0.28350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-13	"S"	 0.15100	 0.15100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-25	"B"	 0.09470	 0.09470	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-25	"S"	 0.16800	 0.16800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-11-16	"B"	 0.15800	 0.15800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-11-16	"S"	 0.30600	 0.30600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-12-07	"B"	 0.18050	 0.18050	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-12-07	"S"	 0.11400	 0.11400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-01-06	"B"	 0.10500	 0.10500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-01-06	"S"	 0.26100	 0.26100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-08	"B"	 1.22000	 1.22000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-08	"S"	 0.35400	 0.35400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-23	"B"	 0.75550	 0.75550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-23	"S"	 0.41800	 0.41800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-05	"B"	 0.50600	 0.50600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-05	"S"	 0.24000	 0.24000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-19	"B"	 0.24450	 0.24450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-19	"S"	 0.09450	 0.09450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-03	"B"	 0.26800	 0.26800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-03	"S"	 0.11900	 0.11900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-26	"B"	 0.40050	 0.40050	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-26	"S"	 0.18200	 0.18200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-14	"B"	 0.21250	 0.21250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-14	"S"	 0.37400	 0.37400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-28	"B"	 0.13850	 0.13850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-28	"S"	 0.39100	 0.39100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-12	"B"	 0.19800	 0.19800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-12	"S"	 0.26800	 0.26800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-26	"B"	 0.16650	 0.16650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-26	"S"	 0.61600	 0.61600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-16	"B"	 0.15050	 0.15050	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-16	"S"	 0.24600	 0.24600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-30	"B"	 0.11900	 0.11900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-30	"S"	 0.28500	 0.28500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-13	"B"	 0.08035	 0.08035	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-13	"S"	 0.44900	 0.44900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-27	"B"	 0.08335	 0.08335	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-27	"S"	 0.31400	 0.31400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-12	"B"	 0.11850	 0.11850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-12	"S"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-24	"B"	 0.09460	 0.09460	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-24	"S"	 0.23200	 0.23200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-11-15	"B"	 0.21750	 0.21750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-11-15	"S"	 0.20600	 0.20600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-12-13	"B"	 0.25350	 0.25350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-12-13	"S"	 0.24000	 0.24000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-01-10	"B"	 0.13500	 0.13500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-01-10	"S"	 0.21400	 0.21400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-02-14	"B"	 0.19400	 0.19400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-02-14	"S"	 0.13300	 0.13300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-07	"B"	 1.69500	 1.69500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-07	"S"	 0.17000	 0.17000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-21	"B"	 0.95700	 0.95700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-21	"S"	 0.20000	 0.20000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-11	"B"	 0.26550	 0.26550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-11	"S"	 0.29100	 0.29100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-25	"B"	 0.35150	 0.35150	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-25	"S"	 0.17900	 0.17900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-09	"B"	 0.50400	 0.50400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-09	"S"	 0.29800	 0.29800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-23	"B"	 0.11000	 0.11000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-23	"S"	 0.67700	 0.67700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-06	"B"	 0.07100	 0.07100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-06	"S"	 0.29600	 0.29600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-20	"B"	 0.09080	 0.09080	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-20	"S"	 0.39200	 0.39200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-11	"B"	 0.39200	 0.39200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-11	"S"	 0.40900	 0.40900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-25	"B"	 0.10400	 0.10400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-25	"S"	 0.36600	 0.36600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-08	"B"	 0.13150	 0.13150	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-08	"S"	 1.46000	 1.46000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-22	"B"	 0.08845	 0.08845	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-22	"S"	 0.41700	 0.41700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-06	"B"	 0.10050	 0.10050	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-06	"S"	 0.27900	 0.27900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-19	"B"	 0.12800	 0.12800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-19	"S"	 0.19300	 0.19300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-03	"B"	 0.13950	 0.13950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-03	"S"	 0.25000	 0.25000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-17	"B"	 0.06070	 0.06070	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-17	"S"	 0.13000	 0.13000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-11-16	"B"	 0.11350	 0.11350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-11-16	"S"	 0.13600	 0.13600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-12-14	"B"	 0.29100	 0.29100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-12-14	"S"	 0.17700	 0.17700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-01-30	"B"	 0.19200	 0.19200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-01-30	"S"	 0.21200	 0.21200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-02-14	"B"	 0.31200	 0.31200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-02-14	"S"	 0.14700	 0.14700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-03-12	"B"	 0.79200	 0.79200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-03-12	"S"	 0.15800	 0.15800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-09	"B"	 1.49000	 1.49000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-09	"S"	 0.40400	 0.40400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-23	"B"	 0.40550	 0.40550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-23	"S"	 0.27800	 0.27800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-14	"B"	 0.49300	 0.49300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-14	"S"	 0.12100	 0.12100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-29	"B"	 0.11700	 0.11700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-29	"S"	 0.16900	 0.16900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-06-11	"B"	 0.18400	 0.18400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-06-11	"S"	 0.18700	 0.18700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-09	"B"	 0.14100	 0.14100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-09	"S"	 0.42500	 0.42500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-23	"B"	 0.11450	 0.11450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-23	"S"	 0.31700	 0.31700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-06	"B"	 0.09315	 0.09315	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-06	"S"	 0.47600	 0.47600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-27	"B"	 0.44450	 0.44450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-27	"S"	 0.33600	 0.33600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-09-10	"B"	 0.14500	 0.14500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-09-10	"S"	 0.61400	 0.61400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-10-09	"B"	 0.21350	 0.21350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-10-09	"S"	 0.29600	 0.29600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-11-19	"B"	 0.14500	 0.14500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-11-19	"S"	 0.10900	 0.10900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-12-10	"B"	 0.23600	 0.23600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-12-10	"S"	 0.14900	 0.14900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-01-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-01-15	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-02-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-02-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-03-05	"B"	 0.31400	 0.31400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-03-05	"S"	 0.17400	 0.17400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-03	"B"	 0.46150	 0.46150	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-03	"S"	 0.25700	 0.25700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-15	"B"	 0.29500	 0.29500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-15	"S"	 0.08210	 0.08210	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-13	"B"	 0.25450	 0.25450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-13	"S"	 0.16500	 0.16500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-29	"B"	 0.16550	 0.16550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-29	"S"	 0.31000	 0.31000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-06-10	"B"	 0.15400	 0.15400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-06-10	"S"	 0.50000	 0.50000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-15	"B"	 0.22150	 0.22150	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-15	"S"	 0.36500	 0.36500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-29	"B"	 0.19400	 0.19400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-29	"S"	 0.36100	 0.36100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-12	"B"	 0.08820	 0.08820	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-12	"S"	 0.35100	 0.35100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-26	"B"	 0.11550	 0.11550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-26	"S"	 0.37300	 0.37300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-09-09	"B"	 0.07880	 0.07880	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-09-09	"S"	 0.20300	 0.20300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-10-16	"B"	 0.10650	 0.10650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-10-16	"S"	 0.20400	 0.20400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-11-18	"B"	 0.12950	 0.12950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-11-18	"S"	 0.12300	 0.12300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-12-09	"B"	 0.27600	 0.27600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-12-09	"S"	 0.14800	 0.14800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-01-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-01-07	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-02-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-02-10	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-03-24	"B"	 0.56950	 0.56950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-03-24	"S"	 0.15500	 0.15500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-07	"B"	 0.69650	 0.69650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-07	"S"	 0.07300	 0.07300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-21	"B"	 0.46600	 0.46600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-21	"S"	 0.15800	 0.15800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-05	"B"	 0.27400	 0.27400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-05	"S"	 0.26300	 0.26300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-19	"B"	 0.08135	 0.08135	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-19	"S"	 0.21000	 0.21000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-06-03	"B"	 0.12150	 0.12150	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-06-03	"S"	 0.17500	 0.17500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-07	"B"	 0.15450	 0.15450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-07	"S"	 0.55600	 0.55600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-21	"B"	 0.38350	 0.38350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-21	"S"	 0.26500	 0.26500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-04	"B"	 0.07680	 0.07680	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-04	"S"	 0.33200	 0.33200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-18	"B"	 0.18900	 0.18900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-18	"S"	 0.40800	 0.40800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-09-02	"B"	 0.13400	 0.13400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-09-02	"S"	 0.91300	 0.91300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-10-14	"B"	 0.12800	 0.12800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-10-14	"S"	 0.16000	 0.16000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-11-17	"B"	 0.12600	 0.12600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-11-17	"S"	 0.16400	 0.16400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-12-16	"B"	 0.56350	 0.56350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-12-16	"S"	 0.19600	 0.19600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-01-12	"B"	 0.39300	 0.39300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-01-12	"S"	 0.15400	 0.15400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-02-09	"B"	 0.33500	 0.33500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-02-09	"S"	 0.43100	 0.43100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-03-17	"B"	 0.54000	 0.54000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-03-17	"S"	 0.33400	 0.33400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-04-27	"B"	 0.30350	 0.30350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-04-27	"S"	 0.22900	 0.22900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-11	"B"	 0.22750	 0.22750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-11	"S"	 0.24200	 0.24200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-25	"B"	 0.36350	 0.36350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-25	"S"	 0.26200	 0.26200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-06-08	"B"	 0.10435	 0.10435	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-06-08	"S"	 0.32500	 0.32500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-07	"B"	 0.11450	 0.11450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-07	"S"	 0.31600	 0.31600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-20	"B"	 0.09830	 0.09830	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-20	"S"	 0.37300	 0.37300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-04	"B"	 0.08065	 0.08065	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-04	"S"	 0.26200	 0.26200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-17	"B"	 0.10250	 0.10250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-17	"S"	 0.38300	 0.38300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-09-21	"B"	 0.11550	 0.11550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-09-21	"S"	 0.25500	 0.25500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-10-06	"B"	 0.13050	 0.13050	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-10-06	"S"	 0.19000	 0.19000	" "	""	NA	""	""	""	""	""
