"station"	"date"	"layer"	"pp..Data.values"	"pp..Data.value2"	"pp.remark.codes"	"pp.value.codes"	"pp.reporting.level"	"pp.reporting.method"	"pp.reporting.units"	"pp.analyte.method"	"pp.analyte.name"	"pp.unique.code"
"LE3.6"	2014-05-12	"S"	 0.01389	 0.01389	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-06-02	"B"	 0.01074	 0.01074	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-06-02	"S"	 0.01748	 0.01748	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-06-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-06-23	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-07-07	"B"	 0.02160	 0.02160	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-07-07	"S"	 0.02970	 0.02970	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-07-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-07-21	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-08-04	"B"	 0.02440	 0.02440	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-08-04	"S"	 0.02720	 0.02720	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-08-27	"B"	 0.02630	 0.02630	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-08-27	"S"	 0.01850	 0.01850	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-09-16	"B"	 0.01630	 0.01630	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-09-16	"S"	 0.01260	 0.01260	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-10-20	"B"	 0.01210	 0.01210	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-10-20	"S"	 0.01140	 0.01140	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-12-15	"B"	 0.01180	 0.01180	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-12-15	"S"	 0.00720	 0.00720	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-01-16	"B"	 0.01690	 0.01690	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-01-16	"S"	 0.01060	 0.01060	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-03-12	"B"	 0.00730	 0.00730	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-03-12	"S"	 0.00540	 0.00540	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-04-07	"B"	 0.01060	 0.01060	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-04-07	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-05-06	"B"	 0.01640	 0.01640	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-05-06	"S"	 0.01280	 0.01280	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-06-02	"B"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-06-02	"S"	 0.01450	 0.01450	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-06-22	"B"	 0.01780	 0.01780	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-06-22	"S"	 0.02140	 0.02140	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-07-07	"B"	 0.02010	 0.02010	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-07-07	"S"	 0.02070	 0.02070	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-08-03	"B"	 0.02310	 0.02310	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-08-03	"S"	 0.02190	 0.02190	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-08-26	"B"	 0.01620	 0.01620	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-08-26	"S"	 0.01910	 0.01910	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-10-20	"B"	 0.01510	 0.01510	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-10-20	"S"	 0.01120	 0.01120	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-01-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-01-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-03-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-03-03	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-04-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-04-01	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-04-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-04-28	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-05-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-05-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-05-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-05-27	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-06-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-06-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-07-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-07-14	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-07-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-07-28	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-08-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-08-11	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-08-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-08-25	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-09-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-09-09	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-09-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-09-29	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-10-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-10-14	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-10-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-10-27	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-11-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-11-24	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-12-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-12-08	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-01-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-01-05	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-02-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-02-25	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-03-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-03-11	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-03-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-03-23	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-04-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-04-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-04-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-04-21	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-05-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-05-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-05-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-05-18	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-06-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-06-01	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-06-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-06-15	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-07-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-07-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-07-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-07-20	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-03	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-01	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-14	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-05	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-19	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-11-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-11-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-12-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-12-14	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-02-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-02-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-03-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-03-28	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-11	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-25	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-05-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-05-09	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-05-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-05-23	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-06-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-06-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-06-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-06-20	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-05	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-13	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-18	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-01	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-08	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-09-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-09-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-09-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-09-19	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-10-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-10-03	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-10-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-10-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-11-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-11-14	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-12-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-12-05	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-01-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-01-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-02-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-02-13	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-03-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-03-20	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-04-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-04-03	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-04-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-04-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-05-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-05-02	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-05-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-05-15	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-06-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-06-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-06-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-06-26	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-07-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-07-10	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-07-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-07-24	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-08-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-08-14	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-08-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-08-28	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-09-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-09-11	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-09-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-09-25	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-10-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-10-10	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-10-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-10-23	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-11-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-11-13	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-12-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-12-11	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-01-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-01-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-02-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-02-05	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-03-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-03-05	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-03-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-03-19	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-04-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-04-02	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-04-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-04-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-05-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-05-14	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-05-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-05-30	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-06-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-06-11	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-06-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-06-25	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-07-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-07-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-07-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-07-30	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-08-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-08-13	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-08-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-08-27	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-09-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-09-10	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-09-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-09-24	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-10-15	"B"	 0.10300	 0.10300	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-10-15	"S"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-10-29	"B"	 0.03400	 0.03400	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-10-29	"S"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-11-13	"B"	 0.08500	 0.08500	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-11-13	"S"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-12-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-12-10	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-01-10	"B"	 0.08500	 0.08500	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-01-10	"S"	 0.02100	 0.03100	"i"	""	NA	""	""	""	""	""
"TF2.2"	1991-02-11	"B"	 0.04100	 0.04100	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-02-11	"S"	 0.09100	 0.09100	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-03-12	"B"	 0.03400	 0.03400	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-03-12	"S"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-03-25	"B"	 0.20300	 0.20300	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-03-25	"S"	 0.10200	 0.10200	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-04-08	"B"	 0.03700	 0.03700	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-04-08	"S"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-04-22	"B"	 0.08900	 0.08900	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-04-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-05-06	"B"	 0.02200	 0.02200	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-05-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-05-20	"B"	 0.04800	 0.05800	"i"	""	NA	""	""	""	""	""
"TF2.2"	1991-05-20	"S"	 0.21000	 0.22000	"i"	""	NA	""	""	""	""	""
"TF2.2"	1991-06-03	"B"	 0.04500	 0.04500	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-06-03	"S"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-06-17	"B"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-06-17	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-07-08	"B"	 0.05000	 0.05000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-07-08	"S"	 0.05200	 0.05200	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-07-22	"B"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-07-22	"S"	 0.05100	 0.05100	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-08-05	"B"	 0.18000	 0.18000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-08-05	"S"	 0.09100	 0.09100	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-08-20	"B"	 0.07200	 0.08200	"i"	""	NA	""	""	""	""	""
"TF2.2"	1991-08-20	"S"	 0.10100	 0.10100	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-09-03	"B"	 0.03700	 0.03700	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-09-03	"S"	 0.06800	 0.06800	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-09-16	"B"	 0.06400	 0.06400	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-09-16	"S"	 0.05300	 0.05300	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-01	"B"	 0.08400	 0.08400	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-01	"S"	 0.08800	 0.08800	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-15	"B"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-15	"S"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-11-04	"B"	 0.03700	 0.03700	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-11-04	"S"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-12-02	"B"	 0.05400	 0.05400	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-12-02	"S"	 0.05500	 0.05500	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-01-06	"B"	 0.18800	 0.18800	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-01-06	"S"	 0.07500	 0.07500	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-02-10	"B"	 0.06400	 0.06400	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-02-10	"S"	 0.05200	 0.05200	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-03-10	"B"	 0.08900	 0.08900	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-03-10	"S"	 0.03500	 0.03500	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-03-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-03-30	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-04-13	"B"	 0.03500	 0.03500	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-04-13	"S"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-04-27	"B"	 0.20500	 0.20500	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-04-27	"S"	 0.09900	 0.09900	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-05-11	"B"	 0.05200	 0.05200	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-05-11	"S"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-05-26	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-05-26	"S"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-06-08	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-06-08	"S"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-06-23	"B"	 0.04900	 0.04900	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-06-23	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-07-06	"B"	 0.10600	 0.10600	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-07-06	"S"	 0.05900	 0.05900	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-07-20	"B"	 0.06300	 0.06300	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-07-20	"S"	 0.06400	 0.06400	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-08-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-08-10	"S"	 0.05900	 0.05900	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-08-24	"B"	 0.06300	 0.06300	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-08-24	"S"	 0.05900	 0.05900	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-09-08	"B"	 0.09900	 0.09900	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-09-08	"S"	 0.02800	 0.02800	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-09-21	"B"	 0.04400	 0.04400	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-09-21	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-10-05	"B"	 0.21100	 0.22100	"i"	""	NA	""	""	""	""	""
"TF2.2"	1992-10-05	"S"	 0.05300	 0.06300	"i"	""	NA	""	""	""	""	""
"TF2.2"	1992-10-20	"B"	 0.12300	 0.13300	"i"	""	NA	""	""	""	""	""
