"station"	"date"	"layer"	"nh4f..Data.values"	"nh4f..Data.value2"	"nh4f.remark.codes"	"nh4f.value.codes"	"nh4f.reporting.level"	"nh4f.reporting.method"	"nh4f.reporting.units"	"nh4f.analyte.method"	"nh4f.analyte.name"	"nh4f.unique.code"
"TF2.2"	2001-04-19	"S"	 0.16000	 0.16000	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-05-07	"B"	 0.16700	 0.16700	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-05-07	"S"	 0.16000	 0.16000	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-05-29	"B"	 0.26600	 0.26600	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-05-29	"S"	 0.27100	 0.27100	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-06-11	"B"	 0.19800	 0.19800	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-06-11	"S"	 0.23700	 0.23700	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-06-25	"B"	 0.29700	 0.29700	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-06-25	"S"	 0.28000	 0.28000	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-07-09	"B"	 0.13800	 0.13800	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-07-09	"S"	 0.12200	 0.12200	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-07-23	"B"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-07-23	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-08-15	"B"	 0.23800	 0.23800	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-08-15	"S"	 0.20900	 0.20900	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-08-27	"B"	 0.10200	 0.10200	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-08-27	"S"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-09-10	"B"	 0.06100	 0.06100	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-09-10	"S"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-09-24	"B"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-09-24	"S"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-10-15	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-10-15	"S"	 0.04200	 0.04200	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-10-29	"B"	 0.11900	 0.11900	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-10-29	"S"	 0.14300	 0.14300	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-11-13	"B"	 0.21200	 0.21200	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-11-13	"S"	 0.21900	 0.21900	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-12-10	"B"	 0.23800	 0.23800	" "	""	NA	""	""	""	""	""
"TF2.2"	2001-12-10	"S"	 0.31900	 0.31900	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-01-08	"B"	 1.00200	 1.00200	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-01-08	"S"	 0.95800	 0.95800	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-02-12	"B"	 0.62000	 0.62000	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-02-12	"S"	 0.58900	 0.58900	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-03-11	"B"	 0.48500	 0.48500	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-03-11	"S"	 0.49800	 0.49800	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-03-25	"B"	 0.17600	 0.17600	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-03-25	"S"	 0.16300	 0.16300	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-04-08	"B"	 0.17400	 0.17400	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-04-08	"S"	 0.18400	 0.18400	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-04-22	"B"	 0.23200	 0.23200	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-04-22	"S"	 0.24200	 0.24200	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-05-06	"B"	 0.13700	 0.13700	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-05-06	"S"	 0.12600	 0.12600	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-05-20	"B"	 0.15100	 0.15100	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-05-20	"S"	 0.17500	 0.17500	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-06-03	"B"	 0.28100	 0.28100	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-06-03	"S"	 0.11100	 0.11100	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-06-17	"B"	 0.19100	 0.19100	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-06-17	"S"	 0.19900	 0.19900	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-07-15	"B"	 0.03400	 0.03400	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-07-15	"S"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-07-29	"B"	 0.05100	 0.05100	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-07-29	"S"	 0.02600	 0.02600	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-08-12	"B"	 0.07500	 0.07500	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-08-12	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-08-26	"B"	 0.08900	 0.08900	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-08-26	"S"	 0.04600	 0.04600	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-09-16	"B"	 0.06500	 0.06500	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-09-16	"S"	 0.05200	 0.05200	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-09-30	"B"	 0.07900	 0.07900	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-09-30	"S"	 0.12200	 0.12200	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-10-15	"B"	 0.07900	 0.07900	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-10-15	"S"	 0.06200	 0.06200	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-10-29	"B"	 0.13100	 0.13100	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-10-29	"S"	 0.13200	 0.13200	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-11-13	"B"	 0.15000	 0.15000	" "	""	NA	""	""	""	""	""
"TF2.2"	2002-11-13	"S"	 0.16300	 0.16300	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-01-13	"B"	 0.10200	 0.10200	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-01-13	"S"	 0.10100	 0.10100	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-02-11	"B"	 0.15300	 0.15300	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-02-11	"S"	 0.16000	 0.16000	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-03-10	"B"	 0.08100	 0.08100	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-03-10	"S"	 0.08200	 0.08200	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-03-24	"B"	 0.07900	 0.07900	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-03-24	"S"	 0.08900	 0.08900	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-04-08	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-04-08	"S"	 0.03200	 0.03200	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-04-22	"B"	 0.07200	 0.07200	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-04-22	"S"	 0.07000	 0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-05-05	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-05-05	"S"	 0.04200	 0.04200	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-05-19	"B"	 0.08300	 0.08300	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-05-19	"S"	 0.08900	 0.08900	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-06-02	"B"	 0.06300	 0.06300	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-06-02	"S"	 0.06700	 0.06700	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-06-16	"B"	 0.05300	 0.05300	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-06-16	"S"	 0.05600	 0.05600	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-07-07	"B"	 0.12900	 0.12900	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-07-07	"S"	 0.12500	 0.12500	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-07-21	"B"	 0.13800	 0.13800	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-07-21	"S"	 0.10000	 0.10000	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-08-04	"B"	 0.19600	 0.19600	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-08-04	"S"	 0.19400	 0.19400	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-08-18	"B"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-08-18	"S"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-09-02	"B"	 0.04200	 0.04200	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-09-02	"S"	 0.03300	 0.03300	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-09-15	"B"	 0.10900	 0.10900	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-09-15	"S"	 0.08000	 0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-09-22	"B"	 0.13400	 0.13400	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-09-22	"S"	 0.17000	 0.17000	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-10-06	"B"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-10-06	"S"	 0.06900	 0.06900	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-10-20	"B"	 0.08600	 0.08600	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-10-20	"S"	 0.12900	 0.12900	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-11-24	"B"	 0.03900	 0.03900	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-11-24	"S"	 0.03700	 0.03700	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-12-16	"B"	 0.06100	 0.06100	" "	""	NA	""	""	""	""	""
"TF2.2"	2003-12-16	"S"	 0.06400	 0.06400	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-01-12	"B"	 0.11300	 0.11300	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-01-12	"S"	 0.10900	 0.10900	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-02-17	"B"	 0.13400	 0.13400	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-02-17	"S"	 0.14100	 0.14100	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-03-15	"B"	 0.04800	 0.04800	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-03-15	"S"	 0.05900	 0.05900	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-03-29	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-03-29	"S"	 0.04100	 0.04100	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-04-12	"B"	 0.05500	 0.05500	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-04-12	"S"	 0.04800	 0.04800	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-04-28	"B"	 0.05300	 0.05300	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-04-28	"S"	 0.04800	 0.04800	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-05-10	"B"	 0.03900	 0.03900	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-05-10	"S"	 0.03300	 0.03300	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-05-24	"B"	 0.11900	 0.11900	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-05-24	"S"	 0.08800	 0.08800	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-06-07	"B"	 0.16800	 0.16800	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-06-07	"S"	 0.15300	 0.15300	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-06-21	"B"	 0.08800	 0.08800	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-06-21	"S"	 0.05800	 0.05800	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-07-06	"B"	 0.05900	 0.05900	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-07-06	"S"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-07-19	"B"	 0.16200	 0.16200	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-07-19	"S"	 0.16100	 0.16100	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-08-09	"B"	 0.13100	 0.13100	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-08-09	"S"	 0.11300	 0.11300	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-08-23	"B"	 0.08600	 0.08600	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-08-23	"S"	 0.04800	 0.04800	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-09-07	"B"	 0.05900	 0.05900	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-09-07	"S"	 0.03200	 0.03200	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-09-20	"B"	 0.07600	 0.07600	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-09-20	"S"	 0.07500	 0.07500	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-10-12	"B"	 0.04500	 0.04500	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-10-12	"S"	 0.05100	 0.05100	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-10-25	"B"	 0.09300	 0.09300	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-10-25	"S"	 0.10900	 0.10900	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-11-09	"B"	 0.11100	 0.11100	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-11-09	"S"	 0.11000	 0.11000	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-12-06	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"TF2.2"	2004-12-06	"S"	 0.04500	 0.04500	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-01-11	"B"	 0.05100	 0.05100	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-01-11	"S"	 0.04600	 0.04600	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-02-15	"B"	 0.04800	 0.04800	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-02-15	"S"	 0.04400	 0.04400	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-03-14	"B"	 0.03300	 0.03300	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-03-14	"S"	 0.03500	 0.03500	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-04-05	"B"	 0.07600	 0.07600	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-04-05	"S"	 0.09000	 0.09000	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-04-18	"B"	 0.09000	 0.09000	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-04-18	"S"	 0.08300	 0.08300	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-05-09	"B"	 0.13500	 0.13500	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-05-09	"S"	 0.14700	 0.14700	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-05-23	"B"	 0.35300	 0.35300	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-05-23	"S"	 0.34700	 0.34700	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-06-13	"B"	 0.14700	 0.14700	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-06-13	"S"	 0.12300	 0.12300	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-06-27	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-06-27	"S"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-07-11	"B"	 0.15800	 0.15800	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-07-11	"S"	 0.13400	 0.13400	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-07-25	"B"	 0.04600	 0.04600	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-07-25	"S"	 0.03600	 0.03600	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-08-08	"B"	 0.04500	 0.04500	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-08-08	"S"	 0.04200	 0.04200	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-08-22	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-08-22	"S"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-09-12	"B"	 0.04900	 0.04900	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-09-12	"S"	 0.04100	 0.04100	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-09-28	"B"	 0.05100	 0.05100	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-09-28	"S"	 0.04100	 0.04100	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-10-17	"B"	 0.13800	 0.13800	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-10-17	"S"	 0.12900	 0.12900	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-10-31	"B"	 0.11500	 0.11500	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-10-31	"S"	 0.11900	 0.11900	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-11-14	"B"	 0.07500	 0.07500	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-11-14	"S"	 0.07600	 0.07600	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-12-12	"B"	 0.15100	 0.15100	" "	""	NA	""	""	""	""	""
"TF2.2"	2005-12-12	"S"	 0.13900	 0.13900	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-01-10	"B"	 0.17900	 0.17900	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-01-10	"S"	 0.15700	 0.15700	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-02-07	"B"	 0.07900	 0.07900	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-02-07	"S"	 0.08000	 0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-03-06	"B"	 0.09600	 0.09600	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-03-06	"S"	 0.05800	 0.05800	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-03-20	"B"	 0.13600	 0.13600	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-03-20	"S"	 0.13100	 0.13100	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-04-03	"B"	 0.11900	 0.11900	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-04-03	"S"	 0.11100	 0.11100	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-04-17	"B"	 0.21600	 0.21600	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-04-17	"S"	 0.22300	 0.22300	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-05-08	"B"	 0.09100	 0.09100	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-05-08	"S"	 0.08900	 0.08900	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-05-24	"B"	 0.13300	 0.13300	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-05-24	"S"	 0.12900	 0.12900	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-06-05	"B"	 0.08600	 0.08600	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-06-05	"S"	 0.09400	 0.09400	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-06-19	"B"	 0.05500	 0.05500	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-06-19	"S"	 0.07100	 0.07100	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-07-10	"B"	 0.15600	 0.15600	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-07-10	"S"	 0.14400	 0.14400	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-07-24	"B"	 0.04600	 0.04600	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-07-24	"S"	 0.04600	 0.04600	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-08-14	"B"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-08-14	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-08-28	"B"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-08-28	"S"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-09-05	"B"	 0.09800	 0.09800	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-09-05	"S"	 0.10800	 0.10800	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-09-18	"B"	 0.29600	 0.29600	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-09-18	"S"	 0.29700	 0.29700	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-10-02	"B"	 0.07600	 0.07600	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-10-02	"S"	 0.04200	 0.04200	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-10-16	"B"	 0.03700	 0.03700	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-10-16	"S"	 0.07400	 0.07400	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-11-15	"B"	 0.12000	 0.12000	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-11-15	"S"	 0.11600	 0.11600	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-12-11	"B"	 0.06300	 0.06300	" "	""	NA	""	""	""	""	""
"TF2.2"	2006-12-11	"S"	 0.05100	 0.05100	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-01-09	"B"	 0.05800	 0.05800	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-01-09	"S"	 0.05800	 0.05800	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-02-27	"B"	 0.11700	 0.11700	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-02-27	"S"	 0.13800	 0.13800	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-03-12	"B"	 0.08600	 0.08600	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-03-12	"S"	 0.08800	 0.08800	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-03-26	"B"	 0.07400	 0.07400	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-03-26	"S"	 0.07400	 0.07400	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-04-09	"B"	 0.13000	 0.13000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-04-09	"S"	 0.13200	 0.13200	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-04-23	"B"	 0.07600	 0.07600	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-04-23	"S"	 0.08000	 0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-05-07	"B"	 0.13300	 0.13300	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-05-07	"S"	 0.13600	 0.13600	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-05-21	"B"	 0.08800	 0.08800	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-05-21	"S"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-06-04	"B"	 0.08500	 0.08500	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-06-04	"S"	 0.07200	 0.07200	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-06-18	"B"	 0.07000	 0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-06-18	"S"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-07-09	"B"	 0.03400	 0.03400	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-07-09	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-07-23	"B"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-07-23	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-08-06	"B"	 0.03600	 0.03600	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-08-06	"S"	 0.03600	 0.03600	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-08-21	"B"	 0.03900	 0.03900	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-08-21	"S"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-09-04	"B"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-09-04	"S"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-09-17	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-09-17	"S"	 0.03500	 0.03500	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-10-01	"B"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-10-01	"S"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-10-15	"B"	 0.03200	 0.03200	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-10-15	"S"	 0.04100	 0.04100	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-11-05	"B"	 0.10800	 0.10800	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-11-05	"S"	 0.10900	 0.10900	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-12-11	"B"	 0.09700	 0.09700	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-12-11	"S"	 0.09300	 0.09300	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-01-14	"B"	 0.09500	 0.09500	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-01-14	"S"	 0.09600	 0.09600	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-02-12	"B"	 0.08500	 0.08500	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-02-12	"S"	 0.08400	 0.08400	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-03-03	"B"	 0.08400	 0.08400	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-03-03	"S"	 0.08800	 0.08800	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-03-18	"B"	 0.16000	 0.16000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-03-18	"S"	 0.15800	 0.15800	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-04-14	"B"	 0.12000	 0.12000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-04-14	"S"	 0.12500	 0.12500	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-04-28	"B"	 0.11500	 0.11500	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-04-28	"S"	 0.10400	 0.10400	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-05-14	"B"	 0.07700	 0.07700	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-05-14	"S"	 0.10200	 0.10200	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-05-27	"B"	 0.07500	 0.07500	" "	""	NA	""	""	""	""	""
