"station"	"date"	"layer"	"tss..Data.values"	"tss..Data.value2"	"tss.remark.codes"	"tss.value.codes"	"tss.reporting.level"	"tss.reporting.method"	"tss.reporting.units"	"tss.analyte.method"	"tss.analyte.name"	"tss.unique.code"
"LE3.6"	2008-02-20	"S"	   8.10000	   8.10000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-04-18	"B"	   9.12000	   9.12000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-04-18	"S"	   4.24000	   4.24000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-05-15	"B"	  10.78000	  10.78000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-05-15	"S"	   5.84000	   5.84000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-06-09	"B"	  10.10000	  10.10000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-06-09	"S"	   4.78000	   4.78000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-07-07	"B"	   7.10000	   7.10000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-07-07	"S"	   6.36000	   6.36000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-07-21	"B"	   6.38000	   6.38000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-07-21	"S"	   9.52000	   9.52000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-08-11	"B"	   6.86000	   6.86000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-08-11	"S"	   7.34000	   7.34000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-08-25	"B"	   7.62000	   7.62000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-08-25	"S"	   6.18000	   6.18000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-09-29	"B"	   4.28000	   4.28000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-09-29	"S"	   3.76000	   3.76000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-10-30	"B"	  14.90000	  14.90000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-10-30	"S"	   5.38000	   5.38000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-11-24	"B"	   9.52000	   9.52000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-11-24	"S"	   6.66000	   6.66000	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-12-17	"B"	  30.17778	  30.17778	" "	""	NA	""	""	""	""	""
"LE3.6"	2008-12-17	"S"	  10.82000	  10.82000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-01-30	"B"	   4.76000	   4.76000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-01-30	"S"	   5.00000	   5.00000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-02-10	"B"	  24.12000	  24.12000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-02-10	"S"	  10.66000	  10.66000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-03-18	"B"	   5.02000	   5.02000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-03-18	"S"	   3.76000	   3.76000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-04-21	"B"	   6.28000	   6.28000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-04-21	"S"	   4.66000	   4.66000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-05-12	"B"	   4.88000	   4.88000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-05-12	"S"	   5.40000	   5.40000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-06-15	"B"	   6.20000	   6.20000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-06-15	"S"	   4.50000	   4.50000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-07-13	"B"	   4.48000	   4.48000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-07-13	"S"	   5.24000	   5.24000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-07-28	"B"	   6.08000	   6.08000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-07-28	"S"	   5.14000	   5.14000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-08-10	"B"	   9.70000	   9.70000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-08-10	"S"	   6.24000	   6.24000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-08-24	"B"	   4.80000	   4.80000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-08-24	"S"	   7.78000	   7.78000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-09-14	"B"	   7.16000	   7.16000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-09-14	"S"	   6.86000	   6.86000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-12-15	"B"	  10.48000	  10.48000	" "	""	NA	""	""	""	""	""
"LE3.6"	2009-12-15	"S"	   4.96000	   4.96000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-01-12	"B"	  18.58000	  18.58000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-01-12	"S"	   8.68000	   8.68000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-03-18	"B"	   5.96000	   5.96000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-03-18	"S"	   6.10000	   6.10000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-04-15	"B"	   6.56000	   6.56000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-04-15	"S"	   5.36000	   5.36000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-06-02	"B"	   4.86000	   4.86000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-06-02	"S"	   5.90000	   5.90000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-06-22	"B"	   7.12500	   7.12500	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-06-22	"S"	   7.82500	   7.82500	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-07-12	"B"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-07-12	"S"	   7.84000	   7.84000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-08-03	"B"	   7.42000	   7.42000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-08-03	"S"	  15.87500	  15.87500	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-08-30	"B"	  11.88000	  11.88000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-08-30	"S"	   8.48000	   8.48000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-09-22	"B"	   9.70000	   9.70000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-09-22	"S"	   4.70000	   4.70000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-10-18	"B"	   5.36000	   5.36000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-10-18	"S"	   5.92000	   5.92000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-12-02	"B"	   4.38000	   4.38000	" "	""	NA	""	""	""	""	""
"LE3.6"	2010-12-02	"S"	   5.14000	   5.14000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-01-20	"B"	  17.14000	  17.14000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-01-20	"S"	  12.42000	  12.42000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-02-09	"B"	   5.30000	   5.30000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-02-09	"S"	   5.46000	   5.46000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-03-22	"B"	   8.18000	   8.18000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-03-22	"S"	   5.32000	   5.32000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-04-13	"B"	   6.74000	   6.74000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-04-13	"S"	   5.00000	   5.00000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-05-09	"B"	  12.02000	  12.02000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-05-09	"S"	   5.62000	   5.62000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-06-06	"B"	   8.60000	   8.60000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-06-06	"S"	   7.64000	   7.64000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-06-27	"B"	   7.34000	   7.34000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-06-27	"S"	  10.74286	  10.74286	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-07-12	"B"	  10.12500	  10.12500	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-07-12	"S"	   6.27500	   6.27500	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-07-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-07-27	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-08-08	"B"	   6.98000	   6.98000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-08-08	"S"	   8.92500	   8.92500	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-09-20	"B"	   9.18000	   9.18000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-09-20	"S"	   6.46000	   6.46000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-10-04	"B"	   8.60000	   8.60000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-10-04	"S"	   6.12000	   6.12000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-10-25	"B"	   8.70000	   8.70000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-10-25	"S"	   4.84000	   4.84000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-11-22	"B"	  20.44000	  20.44000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-11-22	"S"	   9.00000	   9.00000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-12-13	"B"	   8.02000	   8.02000	" "	""	NA	""	""	""	""	""
"LE3.6"	2011-12-13	"S"	   4.16000	   4.16000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-01-10	"B"	  14.50000	  14.50000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-01-10	"S"	   6.48000	   6.48000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-02-15	"B"	   8.18000	   8.18000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-02-15	"S"	   5.18000	   5.18000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-03-20	"B"	   8.08000	   8.08000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-03-20	"S"	   6.38000	   6.38000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-04-17	"B"	   7.20000	   7.20000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-04-17	"S"	   5.35000	   5.35000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-05-22	"B"	   5.60000	   5.60000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-05-22	"S"	   6.64000	   6.64000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-06-06	"B"	  11.82500	  11.82500	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-06-06	"S"	   8.72000	   8.72000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-06-25	"B"	   8.22000	   8.22000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-06-25	"S"	   7.54000	   7.54000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-07-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-07-09	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-07-23	"B"	  11.56000	  11.56000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-07-23	"S"	   7.56000	   7.56000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-08-07	"B"	  12.74000	  12.74000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-08-07	"S"	   7.98000	   7.98000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-08-21	"B"	   9.68000	   9.68000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-08-21	"S"	   5.90000	   5.90000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-09-27	"B"	  19.54000	  19.54000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-09-27	"S"	   8.48000	   8.48000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-10-18	"B"	  32.17500	  32.17500	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-10-18	"S"	   9.84000	   9.84000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-11-30	"B"	   7.90000	   7.90000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-11-30	"S"	   7.36000	   7.36000	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-12-17	"B"	  34.17500	  34.17500	" "	""	NA	""	""	""	""	""
"LE3.6"	2012-12-17	"S"	   6.86000	   6.86000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-01-28	"B"	  12.10000	  12.10000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-01-28	"S"	   4.84000	   4.84000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-02-14	"B"	   9.84000	   9.84000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-02-14	"S"	   7.50000	   7.50000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-04-16	"B"	  10.86000	  10.86000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-04-16	"S"	   5.60000	   5.60000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-05-17	"B"	   7.36000	   7.36000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-05-17	"S"	   5.16000	   5.16000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-06-05	"B"	   6.34000	   6.34000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-06-05	"S"	   5.06000	   5.06000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-06-24	"B"	   9.50000	   9.50000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-06-24	"S"	   7.10000	   7.10000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-07-15	"B"	   7.36000	   7.36000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-07-15	"S"	   7.16000	   7.16000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-07-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-07-29	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-08-12	"B"	   8.10000	   8.10000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-08-12	"S"	   8.02000	   8.02000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-08-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-08-26	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-09-19	"B"	  28.17500	  28.17500	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-09-19	"S"	   9.12000	   9.12000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-10-21	"B"	   9.38000	   9.38000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-10-21	"S"	  10.08000	  10.08000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-11-14	"B"	  16.04000	  16.04000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-11-14	"S"	  11.14000	  11.14000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-12-11	"B"	   8.56000	   8.56000	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-12-11	"S"	   4.20000	   4.20000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-02-17	"B"	  17.10000	  17.10000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-02-17	"S"	   7.72000	   7.72000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-03-20	"B"	  10.36000	  10.36000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-03-20	"S"	   7.26000	   7.26000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-04-22	"B"	   6.12000	   6.12000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-04-22	"S"	   5.32000	   5.32000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-05-12	"B"	  10.30000	  10.30000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-05-12	"S"	   6.80000	   6.80000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-06-02	"B"	   5.02000	   5.02000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-06-02	"S"	   7.34000	   7.34000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-06-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-06-23	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-07-07	"B"	   5.90000	   5.90000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-07-07	"S"	   6.26000	   6.26000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-07-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-07-21	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-08-04	"B"	   5.40000	   5.40000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-08-04	"S"	   6.24000	   6.24000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-08-27	"B"	  14.96000	  14.96000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-08-27	"S"	   6.32000	   6.32000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-09-16	"B"	   7.06000	   7.06000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-09-16	"S"	   4.94000	   4.94000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-10-20	"B"	   5.14000	   5.14000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-10-20	"S"	   5.16000	   5.16000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-12-15	"B"	   5.92000	   5.92000	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-12-15	"S"	   3.48000	   3.48000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-01-16	"B"	  11.12000	  11.12000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-01-16	"S"	   6.66000	   6.66000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-03-12	"B"	   5.94000	   5.94000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-03-12	"S"	   3.96000	   3.96000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-04-07	"B"	   6.52000	   6.52000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-04-07	"S"	   4.28000	   4.28000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-05-06	"B"	  10.30000	  10.30000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-05-06	"S"	   8.16000	   8.16000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-06-02	"B"	   6.08000	   6.08000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-06-02	"S"	   4.34000	   4.34000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-06-22	"B"	   5.78000	   5.78000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-06-22	"S"	   6.50000	   6.50000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-07-07	"B"	   8.12500	   8.12500	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-07-07	"S"	   6.70000	   6.70000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-08-03	"B"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-08-03	"S"	   7.13333	   7.13333	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-08-26	"B"	   4.04000	   4.04000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-08-26	"S"	   4.28000	   4.28000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-10-20	"B"	  10.20000	  10.20000	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-10-20	"S"	   4.64000	   4.64000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-01-06	"B"	 133.00000	 133.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-01-06	"S"	  60.00000	  60.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-03-03	"B"	  62.00000	  62.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-03-03	"S"	  32.00000	  32.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-04-01	"B"	  64.00000	  64.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-04-01	"S"	  28.00000	  28.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-04-28	"B"	  71.00000	  71.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-04-28	"S"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-05-12	"B"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-05-12	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-05-27	"B"	  27.00000	  27.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-05-27	"S"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-06-16	"B"	  42.00000	  42.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-06-16	"S"	  15.00000	  15.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-07-14	"B"	  13.00000	  13.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-07-14	"S"	  22.00000	  22.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-07-28	"B"	  44.00000	  44.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-07-28	"S"	  15.00000	  15.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-08-11	"B"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-08-11	"S"	  11.00000	  11.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-08-25	"B"	  41.50000	  41.50000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-08-25	"S"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-09-09	"B"	  29.00000	  29.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-09-09	"S"	  17.00000	  17.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-09-29	"B"	  28.00000	  28.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-09-29	"S"	  25.00000	  25.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-10-14	"B"	  28.00000	  28.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-10-14	"S"	  10.00000	  10.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-10-27	"B"	  28.00000	  28.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-10-27	"S"	   0.00000	   1.00000	"<"	""	NA	""	""	""	""	""
"TF2.2"	1986-11-24	"B"	  66.00000	  66.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-11-24	"S"	  20.00000	  20.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-12-08	"B"	  42.00000	  42.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-12-08	"S"	  25.00000	  25.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-01-05	"B"	  35.00000	  35.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-01-05	"S"	  35.00000	  35.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-02-25	"B"	  31.00000	  31.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-02-25	"S"	   8.00000	   8.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-03-11	"B"	  23.00000	  23.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-03-11	"S"	  19.00000	  19.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-03-23	"B"	  30.00000	  30.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-03-23	"S"	  19.00000	  19.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-04-06	"B"	  78.00000	  78.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-04-06	"S"	  60.00000	  60.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-04-21	"B"	  84.00000	  84.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-04-21	"S"	  42.00000	  42.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-05-06	"B"	  40.00000	  40.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-05-06	"S"	  12.00000	  12.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-05-18	"B"	  35.00000	  35.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-05-18	"S"	  24.00000	  24.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-06-01	"B"	  23.00000	  23.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-06-01	"S"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-06-15	"B"	  38.00000	  38.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-06-15	"S"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-07-06	"B"	  30.00000	  30.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-07-06	"S"	  27.00000	  27.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-07-20	"B"	  34.00000	  34.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-07-20	"S"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-03	"B"	  29.00000	  29.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-03	"S"	  15.00000	  15.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-17	"B"	  15.00000	  15.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-17	"S"	  11.00000	  11.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-01	"B"	  78.00000	  78.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-01	"S"	  15.00000	  15.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-14	"B"	  26.00000	  26.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-14	"S"	  14.00000	  14.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-05	"B"	  32.00000	  32.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-05	"S"	  28.00000	  28.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-19	"B"	  23.00000	  23.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-19	"S"	   7.00000	   7.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-11-16	"B"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-11-16	"S"	   9.00000	   9.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-12-14	"B"	  45.00000	  45.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-12-14	"S"	  18.00000	  18.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-02-22	"B"	  42.00000	  42.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-02-22	"S"	  24.00000	  24.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-03-28	"B"	  30.00000	  30.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-03-28	"S"	  12.00000	  12.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-11	"B"	  44.00000	  44.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-11	"S"	  16.00000	  16.00000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-25	"B"	  56.00000	  56.00000	" "	""	NA	""	""	""	""	""
