"station"	"date"	"layer"	"tdp..Data.values"	"tdp..Data.value2"	"tdp.remark.codes"	"tdp.value.codes"	"tdp.reporting.level"	"tdp.reporting.method"	"tdp.reporting.units"	"tdp.analyte.method"	"tdp.analyte.name"	"tdp.unique.code"
"CB5.1"	2012-07-23	"B"	 0.06340	 0.06340	" "	""	NA	""	""	""	""	""
"CB5.1"	2012-07-23	"S"	 0.01390	 0.01390	" "	""	NA	""	""	""	""	""
"CB5.1"	2012-08-06	"B"	 0.09780	 0.09780	" "	""	NA	""	""	""	""	""
"CB5.1"	2012-08-06	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB5.1"	2012-08-20	"B"	 0.08350	 0.08350	" "	""	NA	""	""	""	""	""
"CB5.1"	2012-08-20	"S"	 0.01830	 0.01830	" "	""	NA	""	""	""	""	""
"CB5.1"	2012-09-17	"B"	 0.09390	 0.09390	" "	""	NA	""	""	""	""	""
"CB5.1"	2012-09-17	"S"	 0.03130	 0.03130	" "	""	NA	""	""	""	""	""
"CB5.1"	2012-10-15	"B"	 0.04120	 0.04120	" "	""	NA	""	""	""	""	""
"CB5.1"	2012-10-15	"S"	 0.01890	 0.01890	" "	""	NA	""	""	""	""	""
"CB5.1"	2012-11-14	"B"	 0.02210	 0.02210	" "	""	NA	""	""	""	""	""
"CB5.1"	2012-11-14	"S"	 0.01490	 0.01490	" "	""	NA	""	""	""	""	""
"CB5.1"	2012-12-10	"B"	 0.01250	 0.01250	" "	""	NA	""	""	""	""	""
"CB5.1"	2012-12-10	"S"	 0.01140	 0.01140	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-01-15	"B"	 0.01120	 0.01120	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-01-15	"S"	 0.01070	 0.01070	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-02-11	"B"	 0.01270	 0.01270	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-02-11	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-03-19	"B"	 0.00760	 0.00760	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-03-19	"S"	 0.00580	 0.00580	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-04-15	"B"	 0.01340	 0.01340	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-04-15	"S"	 0.00660	 0.00660	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-05-13	"B"	 0.01010	 0.01010	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-05-13	"S"	 0.00980	 0.00980	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-06-03	"B"	 0.03160	 0.03160	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-06-03	"S"	 0.01760	 0.01760	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-06-24	"B"	 0.04370	 0.04370	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-06-24	"S"	 0.01390	 0.01390	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-07-15	"B"	 0.11630	 0.11630	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-07-15	"S"	 0.01090	 0.01090	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-08-12	"B"	 0.09330	 0.09330	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-08-12	"S"	 0.01520	 0.01520	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-09-16	"B"	 0.05710	 0.05710	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-09-16	"S"	 0.02970	 0.02970	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-10-14	"B"	 0.03070	 0.03070	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-10-14	"S"	 0.02230	 0.02230	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-11-20	"B"	 0.02210	 0.02210	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-11-20	"S"	 0.01260	 0.01260	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-12-09	"B"	 0.01210	 0.01210	" "	""	NA	""	""	""	""	""
"CB5.1"	2013-12-09	"S"	 0.01030	 0.01030	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-02-18	"B"	 0.01210	 0.01210	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-02-18	"S"	 0.00680	 0.00680	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-03-19	"B"	 0.00810	 0.00810	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-03-19	"S"	 0.00660	 0.00660	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-04-28	"B"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-04-28	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-05-12	"B"	 0.00970	 0.00970	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-05-12	"S"	 0.00640	 0.00640	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-06-02	"B"	 0.02200	 0.02200	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-06-02	"S"	 0.00860	 0.00860	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-07-07	"B"	 0.07820	 0.07820	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-07-07	"S"	 0.00810	 0.00810	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-07-21	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-08-04	"B"	 0.03820	 0.03820	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-08-04	"S"	 0.00840	 0.00840	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-08-25	"B"	 0.06820	 0.06820	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-08-25	"S"	 0.01230	 0.01230	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-09-15	"B"	 0.04640	 0.04640	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-09-15	"S"	 0.01670	 0.01670	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-10-20	"B"	 0.03550	 0.03550	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-10-20	"S"	 0.01210	 0.01210	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-11-17	"B"	 0.01740	 0.01740	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-11-17	"S"	 0.00840	 0.00840	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-12-15	"B"	 0.01180	 0.01180	" "	""	NA	""	""	""	""	""
"CB5.1"	2014-12-15	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-01-12	"B"	 0.01120	 0.01120	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-01-12	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-02-11	"B"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-02-11	"S"	 0.00730	 0.00730	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-03-16	"B"	 0.01150	 0.01150	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-03-16	"S"	 0.00680	 0.00680	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-04-06	"B"	 0.01250	 0.01250	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-04-06	"S"	 0.00650	 0.00650	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-05-05	"B"	 0.01470	 0.01470	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-05-05	"S"	 0.00530	 0.00530	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-06-01	"B"	 0.01760	 0.01760	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-06-01	"S"	 0.00750	 0.00750	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-06-22	"B"	 0.02880	 0.02880	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-06-22	"S"	 0.00920	 0.00920	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-07-06	"B"	 0.06940	 0.06940	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-07-06	"S"	 0.00930	 0.00930	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-08-03	"B"	 0.06670	 0.06670	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-08-03	"S"	 0.01030	 0.01030	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-08-24	"B"	 0.04990	 0.04990	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-08-24	"S"	 0.03160	 0.03160	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-09-14	"B"	 0.04930	 0.04930	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-09-14	"S"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-10-08	"B"	 0.03600	 0.03600	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-10-08	"S"	 0.02430	 0.02430	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-10-19	"B"	 0.04240	 0.04240	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-10-19	"S"	 0.02730	 0.02730	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-11-16	"B"	 0.04840	 0.04840	" "	""	NA	""	""	""	""	""
"CB5.1"	2015-11-16	"S"	 0.01790	 0.01790	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-01-14	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-01-14	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-02-11	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-02-11	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-03-04	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-03-04	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-03-19	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-03-19	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-04-11	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-04-11	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-04-22	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-04-22	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-05-06	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-05-06	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-05-20	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-05-20	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-06-03	"B"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-06-03	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-06-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-06-17	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-07-08	"B"	 0.03600	 0.03600	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-07-08	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-07-22	"B"	 0.05300	 0.05300	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-07-22	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-08-06	"B"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-08-06	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-08-19	"B"	 0.03500	 0.03500	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-08-19	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-09-09	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-09-09	"S"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-09-30	"B"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-09-30	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-10-07	"B"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-10-07	"S"	 0.00000	 0.01100	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-10-23	"B"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-10-23	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-11-13	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-11-13	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1985-12-09	"B"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB5.4"	1985-12-09	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-01-16	"B"	 0.00000	 0.00900	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-01-16	"S"	 0.00000	 0.00900	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-02-17	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-02-17	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-03-12	"B"	 0.00000	 0.00900	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-03-12	"S"	 0.00000	 0.00900	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-03-24	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-03-24	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-04-07	"B"	 0.00000	 0.00900	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-04-07	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-04-21	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-04-21	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-05-13	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-05-13	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-05-27	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-05-27	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-06-10	"B"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-06-10	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-06-23	"B"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-06-23	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-07-16	"B"	 0.03400	 0.03400	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-07-16	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-07-28	"B"	 0.05900	 0.05900	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-07-28	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-08-12	"B"	 0.07900	 0.07900	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-08-12	"S"	 0.00000	 0.01100	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-08-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-08-25	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-09-09	"B"	 0.02200	 0.02200	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-09-09	"S"	 0.00000	 0.01200	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-09-22	"B"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-09-22	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1986-10-07	"B"	 0.03100	 0.03100	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-10-07	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-10-27	"B"	 0.03300	 0.03300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-10-27	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-11-17	"B"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-11-17	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-12-08	"B"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB5.4"	1986-12-08	"S"	 0.00000	 0.01100	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-01-06	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-01-06	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-02-26	"B"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-02-26	"S"	 0.00000	 0.00900	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-03-05	"B"	 0.00000	 0.00900	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-03-05	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-03-23	"B"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-03-23	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-04-06	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-04-06	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-04-22	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-04-22	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-05-06	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-05-06	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-05-18	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-05-18	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-06-02	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-06-02	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-06-18	"B"	 0.04700	 0.04700	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-06-18	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-07-07	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-07-07	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-07-20	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-07-20	"S"	 0.00000	 0.01200	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-08-03	"B"	 0.08600	 0.08600	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-08-03	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-08-18	"B"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-08-18	"S"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-09-02	"B"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-09-02	"S"	 0.00000	 0.01100	"<"	""	NA	""	""	""	""	""
"CB5.4"	1987-09-14	"B"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-09-14	"S"	 0.01900	 0.01900	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-10-05	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-10-05	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-10-19	"B"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-10-19	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-11-16	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-11-16	"S"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-12-14	"B"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1987-12-14	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-01-13	"B"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-01-13	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-02-22	"B"	 0.00000	 0.00900	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-02-22	"S"	 0.00000	 0.00900	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-03-22	"B"	 0.00000	 0.01100	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-03-22	"S"	 0.00000	 0.01100	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-04-11	"B"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-04-11	"S"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-04-25	"B"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-04-25	"S"	 0.00300	 0.00300	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-05-11	"B"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-05-11	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-05-23	"B"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-05-23	"S"	 0.00000	 0.00600	"<"	""	NA	""	""	""	""	""
"CB5.4"	1988-06-07	"B"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-06-07	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-06-20	"B"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-06-20	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-07-05	"B"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-07-05	"S"	 0.02000	 0.02000	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-07-18	"B"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-07-18	"S"	 0.03400	 0.03400	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-08-08	"B"	 0.02900	 0.02900	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-08-08	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-08-23	"B"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-08-23	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-09-09	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-09-09	"S"	 0.03000	 0.03000	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-09-19	"B"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-09-19	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-10-03	"B"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-10-03	"S"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-10-26	"B"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-10-26	"S"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-11-08	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-11-08	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-12-05	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.4"	1988-12-05	"S"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-01-17	"B"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-01-17	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-02-15	"B"	 0.00000	 0.00600	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-02-15	"S"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-03-06	"B"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-03-06	"S"	 0.00000	 0.00600	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-04-04	"B"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-04-04	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-04-18	"B"	 0.00000	 0.00600	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-04-18	"S"	 0.00000	 0.00600	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-05-02	"B"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-05-02	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-05-16	"B"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-05-16	"S"	 0.00000	 0.00600	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-06-12	"B"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-06-12	"S"	 0.00800	 0.00800	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-06-26	"B"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-06-26	"S"	 0.00000	 0.00500	"<"	""	NA	""	""	""	""	""
"CB5.4"	1989-07-10	"B"	 0.02900	 0.02900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-07-10	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-07-24	"B"	 0.03600	 0.03600	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-07-24	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-08-16	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-08-16	"S"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-08-29	"B"	 0.04000	 0.04000	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-08-29	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-09-11	"B"	 0.03700	 0.03700	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-09-11	"S"	 0.01500	 0.01500	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-09-26	"B"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-09-26	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"CB5.4"	1989-10-10	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
