"station"	"date"	"layer"	"tdp..Data.values"	"tdp..Data.value2"	"tdp.remark.codes"	"tdp.value.codes"	"tdp.reporting.level"	"tdp.reporting.method"	"tdp.reporting.units"	"tdp.analyte.method"	"tdp.analyte.name"	"tdp.unique.code"
"CB3.3C"	1992-01-07	"S"	 0.01470	 0.01470	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-02-11	"B"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-02-11	"S"	 0.00850	 0.00850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-12	"B"	 0.01185	 0.01185	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-12	"S"	 0.00990	 0.00990	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-31	"B"	 0.01095	 0.01095	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-31	"S"	 0.01140	 0.01140	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-15	"B"	 0.01470	 0.01470	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-15	"S"	 0.00890	 0.00890	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-28	"B"	 0.00940	 0.00940	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-28	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-12	"B"	 0.00920	 0.00920	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-12	"S"	 0.00970	 0.00970	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-27	"B"	 0.01025	 0.01025	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-27	"S"	 0.00910	 0.00910	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-09	"B"	 0.01840	 0.01840	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-09	"S"	 0.01550	 0.01550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-23	"B"	 0.01485	 0.01485	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-23	"S"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-07	"B"	 0.02570	 0.02570	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-07	"S"	 0.01230	 0.01230	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-21	"B"	 0.05495	 0.05495	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-21	"S"	 0.01410	 0.01410	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-12	"B"	 0.07895	 0.07895	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-12	"S"	 0.01880	 0.01880	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-25	"B"	 0.05210	 0.05210	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-25	"S"	 0.01410	 0.01410	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-09	"B"	 0.03835	 0.03835	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-09	"S"	 0.02480	 0.02480	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-28	"B"	 0.02040	 0.02040	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-28	"S"	 0.02680	 0.02680	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-07	"B"	 0.01925	 0.01925	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-07	"S"	 0.02690	 0.02690	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-20	"B"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-20	"S"	 0.01620	 0.01620	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-11-18	"B"	 0.02335	 0.02335	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-11-18	"S"	 0.01180	 0.01180	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-12-08	"B"	 0.01305	 0.01305	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-12-08	"S"	 0.01070	 0.01070	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-01-05	"B"	 0.01605	 0.01605	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-01-05	"S"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-02-09	"B"	 0.00795	 0.00795	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-02-09	"S"	 0.00580	 0.00580	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-10	"B"	 0.01055	 0.01055	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-10	"S"	 0.00880	 0.00880	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-30	"B"	 0.01350	 0.01350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-30	"S"	 0.01140	 0.01140	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-13	"B"	 0.01275	 0.01275	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-13	"S"	 0.01260	 0.01260	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-28	"B"	 0.02595	 0.02595	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-28	"S"	 0.02020	 0.02020	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-11	"B"	 0.02100	 0.02100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-11	"S"	 0.01490	 0.01490	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-25	"B"	 0.00865	 0.00865	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-25	"S"	 0.00520	 0.00520	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-15	"B"	 0.05570	 0.05570	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-15	"S"	 0.00750	 0.00750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-29	"B"	 0.04155	 0.04155	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-29	"S"	 0.01130	 0.01130	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-13	"B"	 0.05625	 0.05625	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-13	"S"	 0.01220	 0.01220	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-27	"B"	 0.07015	 0.07015	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-27	"S"	 0.01480	 0.01480	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-10	"B"	 0.11400	 0.11400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-10	"S"	 0.02190	 0.02190	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-24	"B"	 0.08840	 0.08840	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-24	"S"	 0.02130	 0.02130	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-14	"B"	 0.05590	 0.05590	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-14	"S"	 0.04910	 0.04910	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-28	"B"	 0.03695	 0.03695	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-28	"S"	 0.02630	 0.02630	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-13	"B"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-13	"S"	 0.02250	 0.02250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-25	"B"	 0.01930	 0.01930	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-25	"S"	 0.01780	 0.01780	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-11-16	"B"	 0.02740	 0.02740	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-11-16	"S"	 0.01140	 0.01140	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-12-07	"B"	 0.01550	 0.01550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-12-07	"S"	 0.02020	 0.02020	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-01-06	"B"	 0.01235	 0.01235	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-01-06	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-08	"B"	 0.01665	 0.01665	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-08	"S"	 0.01860	 0.01860	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-23	"B"	 0.02250	 0.02250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-23	"S"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-05	"B"	 0.02310	 0.02310	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-05	"S"	 0.01830	 0.01830	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-19	"B"	 0.01625	 0.01625	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-19	"S"	 0.01490	 0.01490	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-03	"B"	 0.01760	 0.01760	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-03	"S"	 0.01840	 0.01840	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-26	"B"	 0.00930	 0.00930	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-26	"S"	 0.00680	 0.00680	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-14	"B"	 0.01805	 0.01805	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-14	"S"	 0.02050	 0.02050	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-28	"B"	 0.01435	 0.01435	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-28	"S"	 0.01570	 0.01570	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-12	"B"	 0.06475	 0.06475	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-12	"S"	 0.01140	 0.01140	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-26	"B"	 0.05750	 0.05750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-26	"S"	 0.02250	 0.02250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-16	"B"	 0.11820	 0.11820	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-16	"S"	 0.01420	 0.01420	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-30	"B"	 0.10550	 0.10550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-30	"S"	 0.00810	 0.00810	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-13	"B"	 0.06650	 0.06650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-13	"S"	 0.01310	 0.01310	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-27	"B"	 0.03835	 0.03835	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-27	"S"	 0.02210	 0.02210	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-12	"B"	 0.02615	 0.02615	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-12	"S"	 0.01750	 0.01750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-24	"B"	 0.02250	 0.02250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-24	"S"	 0.01220	 0.01220	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-11-15	"B"	 0.02320	 0.02320	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-11-15	"S"	 0.01190	 0.01190	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-12-13	"B"	 0.01620	 0.01620	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-12-13	"S"	 0.01460	 0.01460	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-01-10	"B"	 0.01250	 0.01250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-01-10	"S"	 0.00990	 0.00990	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-02-14	"B"	 0.00980	 0.00980	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-02-14	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-07	"B"	 0.01015	 0.01015	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-07	"S"	 0.00770	 0.00770	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-21	"B"	 0.00950	 0.00950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-21	"S"	 0.00490	 0.00490	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-11	"B"	 0.00915	 0.00915	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-11	"S"	 0.01330	 0.01330	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-25	"B"	 0.01185	 0.01185	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-25	"S"	 0.00840	 0.00840	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-09	"B"	 0.01075	 0.01075	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-09	"S"	 0.00960	 0.00960	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-23	"B"	 0.01025	 0.01025	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-23	"S"	 0.00810	 0.00810	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-06	"B"	 0.03045	 0.03045	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-06	"S"	 0.01640	 0.01640	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-20	"B"	 0.01860	 0.01860	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-20	"S"	 0.01380	 0.01380	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-11	"B"	 0.06495	 0.06495	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-11	"S"	 0.01820	 0.01820	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-25	"B"	 0.09175	 0.09175	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-25	"S"	 0.01550	 0.01550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-08	"B"	 0.09370	 0.09370	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-08	"S"	 0.03350	 0.03350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-22	"B"	 0.04025	 0.04025	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-22	"S"	 0.02210	 0.02210	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-06	"B"	 0.08045	 0.08045	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-06	"S"	 0.04040	 0.04040	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-19	"B"	 0.10020	 0.10020	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-19	"S"	 0.04280	 0.04280	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-03	"B"	 0.03590	 0.03590	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-03	"S"	 0.01870	 0.01870	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-17	"B"	 0.05120	 0.05120	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-17	"S"	 0.02370	 0.02370	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-11-16	"B"	 0.03480	 0.03480	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-11-16	"S"	 0.04900	 0.04900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-12-14	"B"	 0.01825	 0.01825	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-12-14	"S"	 0.01260	 0.01260	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-01-30	"B"	 0.01110	 0.01110	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-01-30	"S"	 0.02250	 0.02250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-02-14	"B"	 0.01015	 0.01015	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-02-14	"S"	 0.00590	 0.00590	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-03-12	"B"	 0.01480	 0.01480	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-03-12	"S"	 0.00610	 0.00610	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-09	"B"	 0.01565	 0.01565	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-09	"S"	 0.01140	 0.01140	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-23	"B"	 0.02225	 0.02225	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-23	"S"	 0.01110	 0.01110	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-14	"B"	 0.02290	 0.02290	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-14	"S"	 0.02400	 0.02400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-29	"B"	 0.02300	 0.02300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-29	"S"	 0.00920	 0.00920	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-06-11	"B"	 0.04740	 0.04740	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-06-11	"S"	 0.00950	 0.00950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-09	"B"	 0.07380	 0.07380	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-09	"S"	 0.01700	 0.01700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-23	"B"	 0.09950	 0.09950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-23	"S"	 0.01850	 0.01850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-06	"B"	 0.07890	 0.07890	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-06	"S"	 0.01410	 0.01410	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-27	"B"	 0.10965	 0.10965	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-27	"S"	 0.01490	 0.01490	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-09-10	"B"	 0.08025	 0.08025	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-09-10	"S"	 0.02080	 0.02080	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-10-09	"B"	 0.02710	 0.02710	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-10-09	"S"	 0.02850	 0.02850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-11-19	"B"	 0.02825	 0.02825	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-11-19	"S"	 0.02370	 0.02370	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-12-10	"B"	 0.01855	 0.01855	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-12-10	"S"	 0.02230	 0.02230	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-01-15	"B"	 0.02700	 0.02700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-01-15	"S"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-02-12	"B"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-02-12	"S"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-03-05	"B"	 0.02095	 0.02095	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-03-05	"S"	 0.00820	 0.00820	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-03	"B"	 0.02150	 0.02150	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-03	"S"	 0.01800	 0.01800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-15	"B"	 0.02735	 0.02735	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-15	"S"	 0.01960	 0.01960	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-13	"B"	 0.01160	 0.01160	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-13	"S"	 0.00760	 0.00760	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-29	"B"	 0.01340	 0.01340	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-29	"S"	 0.01070	 0.01070	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-06-10	"B"	 0.01275	 0.01275	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-06-10	"S"	 0.01020	 0.01020	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-15	"B"	 0.09180	 0.09180	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-15	"S"	 0.01570	 0.01570	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-29	"B"	 0.09190	 0.09190	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-29	"S"	 0.01220	 0.01220	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-12	"B"	 0.08605	 0.08605	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-12	"S"	 0.02480	 0.02480	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-26	"B"	 0.09425	 0.09425	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-26	"S"	 0.01980	 0.01980	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-09-09	"B"	 0.05100	 0.05100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-09-09	"S"	 0.02770	 0.02770	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-10-16	"B"	 0.03170	 0.03170	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-10-16	"S"	 0.02610	 0.02610	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-11-18	"B"	 0.02320	 0.02320	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-11-18	"S"	 0.02040	 0.02040	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-12-09	"B"	 0.01515	 0.01515	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-12-09	"S"	 0.01010	 0.01010	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-01-07	"B"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB3.3C"	1998-01-07	"S"	 0.00000	 0.01000	"<"	""	NA	""	""	""	""	""
"CB3.3C"	1998-02-10	"B"	 0.01200	 0.01200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-02-10	"S"	 0.01400	 0.01400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-03-24	"B"	 0.01265	 0.01265	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-03-24	"S"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-07	"B"	 0.00870	 0.00870	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-07	"S"	 0.01790	 0.01790	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-21	"B"	 0.01015	 0.01015	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-21	"S"	 0.00840	 0.00840	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-05	"B"	 0.00725	 0.00725	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-05	"S"	 0.00660	 0.00660	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-19	"B"	 0.01505	 0.01505	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-19	"S"	 0.00920	 0.00920	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-06-03	"B"	 0.01550	 0.01550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-06-03	"S"	 0.01190	 0.01190	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-07	"B"	 0.05990	 0.05990	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-07	"S"	 0.01380	 0.01380	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-21	"B"	 0.08040	 0.08040	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-21	"S"	 0.00880	 0.00880	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-04	"B"	 0.10135	 0.10135	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-04	"S"	 0.01750	 0.01750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-18	"B"	 0.11455	 0.11455	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-18	"S"	 0.02340	 0.02340	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-09-02	"B"	 0.09850	 0.09850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-09-02	"S"	 0.03650	 0.03650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-10-14	"B"	 0.02820	 0.02820	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-10-14	"S"	 0.03210	 0.03210	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-11-17	"B"	 0.02360	 0.02360	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-11-17	"S"	 0.01270	 0.01270	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-12-16	"B"	 0.02195	 0.02195	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-12-16	"S"	 0.01220	 0.01220	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-01-12	"B"	 0.01310	 0.01310	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-01-12	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-02-09	"B"	 0.01255	 0.01255	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-02-09	"S"	 0.02210	 0.02210	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-03-17	"B"	 0.01540	 0.01540	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-03-17	"S"	 0.00850	 0.00850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-04-27	"B"	 0.01305	 0.01305	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-04-27	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-11	"B"	 0.01005	 0.01005	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-11	"S"	 0.00740	 0.00740	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-25	"B"	 0.01185	 0.01185	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-25	"S"	 0.01120	 0.01120	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-06-08	"B"	 0.03580	 0.03580	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-06-08	"S"	 0.01100	 0.01100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-07	"B"	 0.04995	 0.04995	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-07	"S"	 0.01670	 0.01670	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-20	"B"	 0.06255	 0.06255	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-07-20	"S"	 0.01630	 0.01630	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-04	"B"	 0.07255	 0.07255	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-04	"S"	 0.01910	 0.01910	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-17	"B"	 0.05270	 0.05270	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-08-17	"S"	 0.01890	 0.01890	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-09-21	"B"	 0.03975	 0.03975	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-09-21	"S"	 0.01520	 0.01520	" "	""	NA	""	""	""	""	""
