"station"	"date"	"layer"	"tn..Data.values"	"tn..Data.value2"	"tn.remark.codes"	"tn.value.codes"	"tn.reporting.level"	"tn.reporting.method"	"tn.reporting.units"	"tn.analyte.method"	"tn.analyte.name"	"tn.unique.code"
"LE3.1"	1987-06-30	"B"	0.700000	0.760000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-06-30	"S"	0.700000	0.760000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-07-14	"B"	0.400000	0.460000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-07-14	"S"	0.600000	0.660000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-08-10	"B"	0.700000	0.760000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-08-10	"S"	0.700000	0.760000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-08-24	"B"	0.700000	0.760000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-08-24	"S"	0.810000	0.860000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-09-08	"B"	0.510000	0.560000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-09-08	"S"	0.710000	0.760000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-09-23	"B"	0.600000	0.660000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-09-23	"S"	0.610000	0.660000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-10-07	"B"	0.810000	0.860000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-10-07	"S"	0.850000	0.860000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-10-26	"S"	0.580000	0.580000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-11-05	"B"	0.390000	0.390000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-11-05	"S"	0.470000	0.470000	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-12-08	"B"	0.500000	0.560000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1987-12-08	"S"	0.500000	0.560000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-01-25	"B"	0.840000	0.850000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-01-25	"S"	0.710000	0.720000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-02-09	"B"	0.780000	0.780000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-02-09	"S"	0.880000	0.880000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-03-08	"B"	0.830000	0.840000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-03-08	"S"	0.710000	0.720000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-03-22	"B"	0.620000	0.620000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-03-22	"S"	0.400000	0.400000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-04-11	"B"	0.730000	0.770000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-04-11	"S"	0.630000	0.670000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-04-25	"B"	0.620000	0.660000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-04-25	"S"	0.420000	0.460000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-05-03	"B"	0.520000	0.560000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-05-03	"S"	0.530000	0.570000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-05-17	"B"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-05-17	"S"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-06-01	"B"	0.720000	0.760000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-06-01	"S"	0.620000	0.660000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-06-30	"B"	0.800000	0.850000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-06-30	"S"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-07-19	"B"	0.620000	0.660000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-07-19	"S"	0.820000	0.860000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-08-02	"B"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-08-02	"S"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-08-16	"B"	0.720000	0.760000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-08-16	"S"	0.620000	0.660000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-09-13	"B"	0.800000	0.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-13	"S"	0.800000	0.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-28	"B"	0.600000	0.600000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-28	"S"	0.774000	0.774000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-12	"B"	0.670000	0.670000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-12	"S"	0.710000	0.710000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-27	"B"	0.510000	0.510000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-27	"S"	0.500000	0.500000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-11-15	"B"	0.410000	0.450000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1988-11-15	"S"	0.990000	0.990000	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-12-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-12-14	"S"	0.400000	0.450000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-01-18	"B"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-01-18	"S"	0.400000	0.450000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-02-07	"B"	0.520000	0.560000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-02-07	"S"	0.520000	0.560000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-03-29	"B"	0.660000	0.670000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-03-29	"S"	0.680000	0.690000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-04-12	"B"	0.630000	0.640000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-04-12	"S"	0.620000	0.630000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-04-20	"B"	0.520000	0.530000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-04-20	"S"	0.620000	0.630000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-05-04	"B"	0.590000	0.590000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-05-04	"S"	0.400000	0.450000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-05-18	"B"	0.810000	0.810000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-05-18	"S"	0.900000	0.900000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-05	"B"	1.030000	1.030000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-05	"S"	0.710000	0.710000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-19	"B"	0.640000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-06-19	"S"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-07-05	"B"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-07-05	"S"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-07-18	"B"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-07-18	"S"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-08-02	"B"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-08-02	"S"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-08-17	"B"	0.720000	0.760000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-08-17	"S"	0.720000	0.760000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-09-05	"B"	0.650000	0.690000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-09-05	"S"	0.630000	0.670000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-09-18	"B"	0.560000	0.600000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-09-18	"S"	0.660000	0.700000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-10-02	"B"	0.630000	0.630000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-10-02	"S"	0.640000	0.640000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-10-16	"B"	0.620000	0.660000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-10-16	"S"	1.020000	1.060000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1989-11-01	"B"	0.760000	0.760000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-11-01	"S"	0.580000	0.580000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-12-07	"B"	0.480000	0.480000	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-12-07	"S"	0.540000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-01-16	"B"	0.830000	0.830000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-01-16	"S"	0.700000	0.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-02-12	"B"	0.900000	0.900000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-02-12	"S"	0.880000	0.880000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-03-12	"B"	0.830000	0.840000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-03-12	"S"	0.870000	0.880000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-03-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-03-27	"S"	0.740000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-04-09	"B"	0.800000	0.850000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-04-09	"S"	0.760000	0.770000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-04-24	"B"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-04-24	"S"	0.580000	0.590000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-05-08	"B"	0.640000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-05-08	"S"	0.870000	0.880000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-05-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-05-24	"S"	0.640000	0.640000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-06-25	"B"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-06-25	"S"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-07-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-07-09	"S"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-07-23	"B"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-07-23	"S"	0.800000	0.850000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-08-06	"B"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-08-06	"S"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-08-21	"B"	0.930000	0.970000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-08-21	"S"	0.830000	0.870000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-09-05	"B"	0.820000	0.860000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-09-05	"S"	0.790000	0.830000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-09-20	"B"	0.770000	0.810000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-09-20	"S"	0.660000	0.700000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-10-04	"B"	0.630000	0.670000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-10-04	"S"	0.630000	0.670000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1990-10-22	"B"	0.570000	0.570000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-10-22	"S"	0.550000	0.550000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-11-06	"B"	0.700000	0.700000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-11-06	"S"	0.610000	0.610000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-12-11	"B"	0.670000	0.670000	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-12-11	"S"	0.490000	0.490000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-01-02	"B"	0.690000	0.700000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-01-02	"S"	0.850000	0.860000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-02-21	"B"	0.790000	0.790000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-02-21	"S"	0.910000	0.910000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-03-12	"B"	1.150000	1.160000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-03-12	"S"	1.070000	1.080000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-03-21	"B"	0.990000	1.000000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-03-21	"S"	0.890000	0.890000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-01	"B"	1.200000	1.250000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-04-01	"S"	1.240000	1.250000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-04-22	"B"	1.000000	1.010000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-04-22	"S"	0.660000	0.670000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-04-30	"B"	0.850000	0.860000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-04-30	"S"	0.840000	0.850000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-05-14	"B"	0.770000	0.780000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-05-14	"S"	0.640000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-06-11	"B"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-06-11	"S"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-06-25	"B"	0.900000	0.950000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-06-25	"S"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-07-11	"B"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-07-11	"S"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-07-25	"B"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-07-25	"S"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-08-08	"B"	0.730000	0.730000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-08-08	"S"	0.730000	0.730000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-08-22	"B"	0.580000	0.620000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-08-22	"S"	0.600000	0.640000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-09-10	"B"	0.860000	0.860000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-09-10	"S"	0.860000	0.860000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-09-24	"B"	0.880000	0.880000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-09-24	"S"	0.780000	0.780000	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-10-08	"B"	0.610000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-10-08	"S"	0.510000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-10-23	"B"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-10-23	"S"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-11-07	"B"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-11-07	"S"	0.400000	0.450000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-12-09	"B"	0.400000	0.450000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1991-12-09	"S"	0.400000	0.450000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-01-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-01-07	"S"	0.510000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-02-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1992-02-04	"S"	0.400000	0.450000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-03-05	"B"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-03-05	"S"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-03-25	"B"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-03-25	"S"	0.400000	0.450000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-04-08	"B"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-04-08	"S"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-04-16	"B"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-04-16	"S"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-05-11	"B"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-05-11	"S"	0.640000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-05-18	"B"	0.750000	0.760000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-05-18	"S"	0.650000	0.660000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-06-02	"B"	1.000000	1.050000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-06-02	"S"	0.740000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-06-16	"B"	3.110000	3.150000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-06-16	"S"	1.000000	1.040000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-06-30	"B"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-06-30	"S"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-07-14	"B"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-07-14	"S"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-08-11	"B"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-08-11	"S"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-08-27	"B"	0.610000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-08-27	"S"	0.710000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-09-10	"B"	0.400000	0.450000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-09-10	"S"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-09-28	"B"	0.810000	0.850000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-09-28	"S"	0.710000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-10-13	"B"	0.720000	0.760000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-10-13	"S"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-10-27	"B"	0.600000	0.650000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-10-27	"S"	0.700000	0.750000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-11-12	"B"	0.470000	0.480000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-11-12	"S"	0.470000	0.480000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-12-16	"B"	0.620000	0.630000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1992-12-16	"S"	0.860000	0.870000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-01-11	"B"	0.660000	0.660000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-01-11	"S"	0.800000	0.800000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-02-08	"B"	0.900000	0.900000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-02-08	"S"	0.910000	0.910000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-04-12	"B"	1.200000	1.210000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-04-12	"S"	1.650000	1.660000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-04-20	"B"	1.310000	1.320000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-04-20	"S"	1.240000	1.250000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-05-05	"B"	1.050000	1.060000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-05-05	"S"	1.140000	1.150000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-05-20	"B"	0.860000	0.870000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-05-20	"S"	0.660000	0.670000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-06-03	"B"	1.020000	1.020000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-06-03	"S"	0.920000	0.920000	" "	""	NA	""	""	""	""	""
"LE3.1"	1993-06-21	"B"	1.050000	1.060000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-06-21	"S"	1.100000	1.150000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-07-06	"B"	1.000000	1.050000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-07-06	"S"	0.900000	0.950000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-07-20	"B"	1.100000	1.150000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-07-20	"S"	1.100000	1.150000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-08-03	"B"	1.000000	1.050000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-08-03	"S"	0.900000	0.950000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-08-17	"S"	1.100000	1.150000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-09-08	"B"	0.900000	0.940000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-09-08	"S"	0.940000	0.980000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-09-16	"B"	1.000000	1.050000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-09-16	"S"	0.900000	0.950000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-10-04	"B"	1.420000	1.460000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-10-04	"S"	1.720000	1.760000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-11-22	"B"	0.510000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-11-22	"S"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-12-01	"B"	0.400000	0.450000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1993-12-01	"S"	0.500000	0.550000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1994-01-11	"B"	0.976000	0.976000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-01-11	"S"	0.859000	0.859000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-02-08	"B"	1.061000	1.061000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-02-08	"S"	0.830000	0.830000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-03-15	"B"	0.908000	0.908000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-03-15	"S"	0.963000	0.963000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-04-12	"B"	0.701000	0.701000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-04-12	"S"	0.890000	0.890000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-05-10	"B"	0.986000	0.986000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-05-10	"S"	0.715000	0.715000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-06-07	"B"	0.704000	0.704000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-06-07	"S"	0.673000	0.673000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-07-05	"B"	0.603000	0.603000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-07-05	"S"	0.635000	0.635000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-08-09	"B"	0.509000	0.509000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-08-09	"S"	0.304000	0.322000	"i"	""	NA	""	""	""	""	""
"LE3.1"	1994-09-06	"B"	0.456000	0.456000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-09-06	"S"	0.494000	0.494000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-10-05	"B"	0.569000	0.569000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-10-05	"S"	0.551000	0.551000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-11-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-11-15	"S"	0.313000	0.313000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-12-01	"B"	1.568000	1.568000	" "	""	NA	""	""	""	""	""
"LE3.1"	1994-12-01	"S"	0.405000	0.405000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-01-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-01-10	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-02-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-02-14	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-03-14	"B"	0.745000	0.745000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-03-14	"S"	0.597000	0.597000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-04-06	"B"	0.579000	0.579000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-04-06	"S"	0.496000	0.496000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-05-16	"B"	0.672000	0.672000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-05-16	"S"	0.425000	0.425000	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-06-08	"B"	0.465800	0.465800	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-06-08	"S"	0.369700	0.369700	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-07-11	"B"	0.623800	0.623800	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-07-11	"S"	0.694600	0.694600	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-08-10	"B"	0.574600	0.574600	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-08-10	"S"	0.511800	0.511800	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-09-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-09-07	"S"	1.022400	1.022400	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-10-12	"B"	0.565500	0.565500	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-10-12	"S"	0.437600	0.437600	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-11-27	"B"	0.439600	0.439600	" "	""	NA	""	""	""	""	""
"LE3.1"	1995-11-27	"S"	0.432600	0.432600	" "	""	NA	""	""	""	""	""
