"","values","value2"
"839",0.731,0.731
"840",0.905,0.905
"841",0.80535,0.80535
"842",0.764,0.764
"843",0.7465,0.7465
"844",0.675,0.675
"845",0.899,0.899
"846",0.788,0.788
"847",0.83675,0.83675
"848",0.576,0.576
"849",0.839,0.839
"850",0.635,0.635
"851",0.916,0.916
"852",0.59,0.59
"853",0.6365,0.6365
"854",0.584,0.584
"855",0.624,0.624
"856",0.687,0.687
"857",0.496,0.496
"858",0.62,0.62
"859",0.573,0.573
"860",0.87,0.87
"861",0.7855,0.7855
"862",0.867,0.867
"863",1.4215,1.4215
"864",0.754,0.754
"865",0.7485,0.7485
"866",1.049,1.049
"867",0.63,0.63
"868",1.113,1.113
"869",0.882,0.882
"870",0.945,0.945
"871",0.7405,0.7405
"872",1.1,1.1
"873",0.652,0.652
"874",0.766,0.766
"875",0.6229,0.6229
"876",0.577,0.577
"877",0.649,0.649
"878",0.826,0.826
"879",0.753,0.753
"880",0.73,0.73
"881",0.9405,0.9405
"882",0.917,0.917
"883",0.5098,0.5098
"884",0.747,0.747
"885",0.82,0.82
"886",0.67,0.67
"887",0.61,0.61
"888",0.631,0.631
"889",0.6125,0.6125
"890",0.9092,0.9092
"891",0.6475,0.6475
"892",0.825,0.825
"893",0.788,0.788
"894",1.272,1.272
"895",1.1135,1.1135
"896",1.277,1.277
"897",1.0455,1.0455
"898",1.651,1.651
"899",1.0485,1.0485
"900",1.441,1.441
"901",0.938,0.938
"902",1.031,1.031
"903",0.7855,0.7855
"904",0.709,0.709
"905",0.8105,0.8105
"906",0.68,0.68
"907",0.8675,0.8675
"908",0.647,0.647
"909",0.7585,0.7585
"910",0.688,0.688
"911",0.603,0.603
"912",0.928,0.928
"913",0.5765,0.5765
"914",0.562,0.562
"915",0.7165,0.7165
"916",0.801,0.801
"917",0.6405,0.6405
"918",0.685,0.685
"919",0.6135,0.6135
"920",0.959,0.959
"921",0.668,0.668
"922",0.906,0.906
"923",0.9655,0.9655
"924",0.758,0.758
"925",1.925,1.925
"926",1.847,1.847
"927",1.023,1.023
"928",1.346,1.346
"929",0.9165,0.9165
"930",1.073,1.073
"931",0.7805,0.7805
"932",0.883,0.883
"933",0.8535,0.8535
"934",0.634,0.634
"935",0.852,0.852
"936",0.684,0.684
"937",0.8635,0.8635
"938",0.738,0.738
"939",0.717,0.717
"940",0.742,0.742
"941",0.61395,0.61395
"942",1.129,1.129
"943",0.68745,0.68745
"944",1.587,1.587
"945",0.79225,0.79225
"946",1.039,1.039
"947",0.7865,0.7865
"948",1.122,1.122
"949",0.7745,0.7745
"950",1.594,1.594
"951",0.957,0.957
"952",1.705,1.705
"953",0.6915,0.6915
"954",1.077,1.077
"955",0.8265,0.8265
"956",1.146,1.146
"957",1.134,1.134
"958",0.654,0.654
"959",1.0385,1.0385
"960",0.635,0.635
"961",0.7745,0.7745
"962",0.712,0.712
"963",0.65415,0.65415
"964",0.807,0.807
"965",0.7265,0.7265
"966",1.158,1.158
"967",0.6475,0.6475
"968",0.736,0.736
"969",0.686,0.686
"970",0.644,0.644
"971",0.4975,0.4975
"972",0.497,0.497
"973",0.6965,0.6965
"974",0.659,0.659
"975",0.696,0.696
"976",0.95,0.95
"977",1.2345,1.2345
"978",0.807,0.807
"979",0.753,0.753
"980",1.16,1.16
"981",0.914,0.914
"982",1.08,1.08
"983",0.945,0.945
"984",1.386,1.386
"985",0.89,0.89
"986",1.068,1.068
"987",0.783,0.783
"988",0.952,0.952
"989",0.688,0.688
"990",0.741,0.741
"991",1.067,1.067
"992",0.823,0.823
"993",0.6878,0.6878
"994",0.824,0.824
"995",0.6565,0.6565
"996",0.624,0.624
"997",0.501,0.501
"998",0.538,0.538
"999",0.5595,0.5595
